Filename,Size(number of gates),,,,Cycle,,,,SQGs,,,,MQGs,,,,Total Time
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.0D1_.3D2_7.qasm,135,82,53(39.26%),,270,164,106(39.26%),,0(),0(),0(-),,135(cx),82(cx),53(39.26%),,4.610120534896851
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.0D1_.3D2_8.qasm,135,79,56(41.48%),,270,158,112(41.48%),,0(),0(),0(-),,135(cx),79(cx),56(41.48%),,5.702524423599243
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.0D1_.3D2_9.qasm,135,43,92(68.15%),,270,86,184(68.15%),,0(),0(),0(-),,135(cx),43(cx),92(68.15%),,4.124766111373901
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.0D1_.4D2_0.qasm,180,109,71(39.44%),,360,218,142(39.44%),,0(),0(),0(-),,180(cx),109(cx),71(39.44%),,8.906307697296143
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.0D1_.4D2_1.qasm,180,104,76(42.22%),,360,208,152(42.22%),,0(),0(),0(-),,180(cx),104(cx),76(42.22%),,8.65625262260437
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.0D1_.4D2_2.qasm,180,89,91(50.56%),,360,178,182(50.56%),,0(),0(),0(-),,180(cx),89(cx),91(50.56%),,9.17188286781311
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.0D1_.4D2_3.qasm,180,96,84(46.67%),,360,192,168(46.67%),,0(),0(),0(-),,180(cx),96(cx),84(46.67%),,9.59429144859314
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.0D1_.4D2_4.qasm,180,114,66(36.67%),,360,228,132(36.67%),,0(),0(),0(-),,180(cx),114(cx),66(36.67%),,11.061948299407959
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.0D1_.4D2_5.qasm,180,112,68(37.78%),,360,224,136(37.78%),,0(),0(),0(-),,180(cx),112(cx),68(37.78%),,6.927756309509277
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.0D1_.4D2_6.qasm,180,99,81(45.00%),,360,198,162(45.00%),,0(),0(),0(-),,180(cx),99(cx),81(45.00%),,9.918317794799805
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.0D1_.4D2_7.qasm,180,119,61(33.89%),,360,238,122(33.89%),,0(),0(),0(-),,180(cx),119(cx),61(33.89%),,9.187415361404419
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.0D1_.4D2_8.qasm,180,126,54(30.00%),,360,252,108(30.00%),,0(),0(),0(-),,180(cx),126(cx),54(30.00%),,7.420742750167847
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.0D1_.4D2_9.qasm,180,108,72(40.00%),,360,216,144(40.00%),,0(),0(),0(-),,180(cx),108(cx),72(40.00%),,8.68790864944458
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.0D1_.5D2_0.qasm,225,123,102(45.33%),,450,246,204(45.33%),,0(),0(),0(-),,225(cx),123(cx),102(45.33%),,10.764681816101074
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.0D1_.5D2_1.qasm,225,122,103(45.78%),,450,244,206(45.78%),,0(),0(),0(-),,225(cx),122(cx),103(45.78%),,8.51819658279419
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.0D1_.5D2_2.qasm,225,123,102(45.33%),,450,246,204(45.33%),,0(),0(),0(-),,225(cx),123(cx),102(45.33%),,12.906604528427124
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.0D1_.5D2_3.qasm,225,142,83(36.89%),,450,284,166(36.89%),,0(),0(),0(-),,225(cx),142(cx),83(36.89%),,11.919209241867065
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.0D1_.5D2_4.qasm,225,143,82(36.44%),,450,286,164(36.44%),,0(),0(),0(-),,225(cx),143(cx),82(36.44%),,11.78228211402893
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.0D1_.5D2_5.qasm,225,131,94(41.78%),,450,262,188(41.78%),,0(),0(),0(-),,225(cx),131(cx),94(41.78%),,11.045455694198608
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.0D1_.5D2_6.qasm,225,143,82(36.44%),,450,286,164(36.44%),,0(),0(),0(-),,225(cx),143(cx),82(36.44%),,11.786484241485596
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.0D1_.5D2_7.qasm,225,148,77(34.22%),,450,296,154(34.22%),,0(),0(),0(-),,225(cx),148(cx),77(34.22%),,12.322797060012817
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.0D1_.5D2_8.qasm,225,159,66(29.33%),,450,318,132(29.33%),,0(),0(),0(-),,225(cx),159(cx),66(29.33%),,9.952757596969604
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.0D1_.5D2_9.qasm,225,130,95(42.22%),,450,260,190(42.22%),,0(),0(),0(-),,225(cx),130(cx),95(42.22%),,13.080347299575806
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.0D1_.6D2_0.qasm,270,152,118(43.70%),,540,304,236(43.70%),,0(),0(),0(-),,270(cx),152(cx),118(43.70%),,13.748788833618164
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.0D1_.6D2_1.qasm,270,180,90(33.33%),,540,360,180(33.33%),,0(),0(),0(-),,270(cx),180(cx),90(33.33%),,18.69161057472229
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.0D1_.6D2_2.qasm,270,162,108(40.00%),,540,324,216(40.00%),,0(),0(),0(-),,270(cx),162(cx),108(40.00%),,14.26042652130127
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.0D1_.6D2_3.qasm,270,179,91(33.70%),,540,358,182(33.70%),,0(),0(),0(-),,270(cx),179(cx),91(33.70%),,18.769164323806763
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.0D1_.6D2_4.qasm,270,171,99(36.67%),,540,342,198(36.67%),,0(),0(),0(-),,270(cx),171(cx),99(36.67%),,14.642550945281982
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.0D1_.6D2_5.qasm,270,162,108(40.00%),,540,324,216(40.00%),,0(),0(),0(-),,270(cx),162(cx),108(40.00%),,14.26137113571167
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.0D1_.6D2_6.qasm,270,147,123(45.56%),,540,294,246(45.56%),,0(),0(),0(-),,270(cx),147(cx),123(45.56%),,13.094621181488037
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.0D1_.6D2_7.qasm,270,164,106(39.26%),,540,328,212(39.26%),,0(),0(),0(-),,270(cx),164(cx),106(39.26%),,14.374254941940308
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.0D1_.6D2_8.qasm,270,153,117(43.33%),,540,306,234(43.33%),,0(),0(),0(-),,270(cx),153(cx),117(43.33%),,13.54697322845459
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.0D1_.6D2_9.qasm,270,181,89(32.96%),,540,362,178(32.96%),,0(),0(),0(-),,270(cx),181(cx),89(32.96%),,15.334722518920898
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.0D1_.7D2_0.qasm,315,180,135(42.86%),,630,360,270(42.86%),,0(),0(),0(-),,315(cx),180(cx),135(42.86%),,16.354430437088013
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.0D1_.7D2_1.qasm,315,192,123(39.05%),,630,384,246(39.05%),,0(),0(),0(-),,315(cx),192(cx),123(39.05%),,16.953314781188965
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.0D1_.7D2_2.qasm,315,182,133(42.22%),,630,364,266(42.22%),,0(),0(),0(-),,315(cx),182(cx),133(42.22%),,20.077925443649292
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.0D1_.7D2_3.qasm,315,190,125(39.68%),,630,380,250(39.68%),,0(),0(),0(-),,315(cx),190(cx),125(39.68%),,20.594807147979736
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.0D1_.7D2_4.qasm,315,183,132(41.90%),,630,366,264(41.90%),,0(),0(),0(-),,315(cx),183(cx),132(41.90%),,19.919755220413208
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.0D1_.7D2_5.qasm,315,186,129(40.95%),,630,372,258(40.95%),,0(),0(),0(-),,315(cx),186(cx),129(40.95%),,20.235808610916138
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.0D1_.7D2_6.qasm,315,202,113(35.87%),,630,404,226(35.87%),,0(),0(),0(-),,315(cx),202(cx),113(35.87%),,17.67719268798828
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.0D1_.7D2_7.qasm,315,177,138(43.81%),,630,354,276(43.81%),,0(),0(),0(-),,315(cx),177(cx),138(43.81%),,16.165554523468018
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.0D1_.7D2_8.qasm,315,184,131(41.59%),,630,368,262(41.59%),,0(),0(),0(-),,315(cx),184(cx),131(41.59%),,20.17230987548828
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.0D1_.7D2_9.qasm,315,180,135(42.86%),,630,360,270(42.86%),,0(),0(),0(-),,315(cx),180(cx),135(42.86%),,19.928342580795288
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.0D1_.8D2_0.qasm,360,222,138(38.33%),,720,444,276(38.33%),,0(),0(),0(-),,360(cx),222(cx),138(38.33%),,24.383928537368774
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.0D1_.8D2_1.qasm,360,194,166(46.11%),,720,388,332(46.11%),,0(),0(),0(-),,360(cx),194(cx),166(46.11%),,18.657229900360107
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.0D1_.8D2_2.qasm,360,201,159(44.17%),,720,402,318(44.17%),,0(),0(),0(-),,360(cx),201(cx),159(44.17%),,22.845603704452515
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.0D1_.8D2_3.qasm,360,206,154(42.78%),,720,412,308(42.78%),,0(),0(),0(-),,360(cx),206(cx),154(42.78%),,23.122682094573975
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.0D1_.8D2_4.qasm,360,209,151(41.94%),,720,418,302(41.94%),,0(),0(),0(-),,360(cx),209(cx),151(41.94%),,23.209519624710083
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.0D1_.8D2_5.qasm,360,205,155(43.06%),,720,410,310(43.06%),,0(),0(),0(-),,360(cx),205(cx),155(43.06%),,19.14512538909912
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.0D1_.8D2_6.qasm,360,201,159(44.17%),,720,402,318(44.17%),,0(),0(),0(-),,360(cx),201(cx),159(44.17%),,18.877032995224
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.0D1_.8D2_7.qasm,360,197,163(45.28%),,720,394,326(45.28%),,0(),0(),0(-),,360(cx),197(cx),163(45.28%),,18.749181032180786
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.0D1_.8D2_8.qasm,360,200,160(44.44%),,720,400,320(44.44%),,0(),0(),0(-),,360(cx),200(cx),160(44.44%),,18.85102653503418
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.0D1_.8D2_9.qasm,360,206,154(42.78%),,720,412,308(42.78%),,0(),0(),0(-),,360(cx),206(cx),154(42.78%),,23.039988040924072
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.1D2_0.qasm,135,68,67(49.63%),,180,106,74(41.11%),,90(x),30(x),60(66.67%),,45(cx),38(cx),7(15.56%),,0.8437776565551758
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.1D2_1.qasm,135,81,54(40.00%),,180,120,60(33.33%),,90(x),42(x),48(53.33%),,45(cx),39(cx),6(13.33%),,0.9241182804107666
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.1D2_2.qasm,135,53,82(60.74%),,180,80,100(55.56%),,90(x),26(x),64(71.11%),,45(cx),27(cx),18(40.00%),,0.6539983749389648
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.1D2_3.qasm,135,58,77(57.04%),,180,90,90(50.00%),,90(x),26(x),64(71.11%),,45(cx),32(cx),13(28.89%),,0.7188282012939453
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.1D2_4.qasm,135,59,76(56.30%),,180,92,88(48.89%),,90(x),26(x),64(71.11%),,45(cx),33(cx),12(26.67%),,0.7811896800994873
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.1D2_5.qasm,135,69,66(48.89%),,180,102,78(43.33%),,90(x),36(x),54(60.00%),,45(cx),33(cx),12(26.67%),,0.656426191329956
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.1D2_6.qasm,135,68,67(49.63%),,180,102,78(43.33%),,90(x),34(x),56(62.22%),,45(cx),34(cx),11(24.44%),,0.6404993534088135
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.1D2_7.qasm,135,59,76(56.30%),,180,92,88(48.89%),,90(x),26(x),64(71.11%),,45(cx),33(cx),12(26.67%),,0.719048261642456
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.1D2_8.qasm,135,55,80(59.26%),,180,90,90(50.00%),,90(x),20(x),70(77.78%),,45(cx),35(cx),10(22.22%),,0.6251204013824463
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.1D2_9.qasm,135,58,77(57.04%),,180,88,92(51.11%),,90(x),28(x),62(68.89%),,45(cx),30(cx),15(33.33%),,0.7026817798614502
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.2D2_0.qasm,180,112,68(37.78%),,270,184,86(31.85%),,90(x),40(x),50(55.56%),,90(cx),72(cx),18(20.00%),,1.8127408027648926
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.2D2_1.qasm,180,122,58(32.22%),,270,202,68(25.19%),,90(x),42(x),48(53.33%),,90(cx),80(cx),10(11.11%),,1.81272292137146
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.2D2_2.qasm,180,91,89(49.44%),,270,152,118(43.70%),,90(x),30(x),60(66.67%),,90(cx),61(cx),29(32.22%),,2.2035326957702637
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.2D2_3.qasm,180,105,75(41.67%),,270,170,100(37.04%),,90(x),40(x),50(55.56%),,90(cx),65(cx),25(27.78%),,1.6709434986114502
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.2D2_4.qasm,180,128,52(28.89%),,270,206,64(23.70%),,90(x),50(x),40(44.44%),,90(cx),78(cx),12(13.33%),,3.063074827194214
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.2D2_5.qasm,180,106,74(41.11%),,270,176,94(34.81%),,90(x),36(x),54(60.00%),,90(cx),70(cx),20(22.22%),,1.8285861015319824
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.2D2_6.qasm,180,91,89(49.44%),,270,146,124(45.93%),,90(x),36(x),54(60.00%),,90(cx),55(cx),35(38.89%),,2.03014874458313
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.2D2_7.qasm,180,109,71(39.44%),,270,174,96(35.56%),,90(x),44(x),46(51.11%),,90(cx),65(cx),25(27.78%),,1.547722578048706
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.2D2_8.qasm,180,105,75(41.67%),,270,174,96(35.56%),,90(x),36(x),54(60.00%),,90(cx),69(cx),21(23.33%),,2.2343552112579346
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.2D2_9.qasm,180,104,76(42.22%),,270,178,92(34.07%),,90(x),30(x),60(66.67%),,90(cx),74(cx),16(17.78%),,1.8898439407348633
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.3D2_0.qasm,225,147,78(34.67%),,360,248,112(31.11%),,90(x),46(x),44(48.89%),,135(cx),101(cx),34(25.19%),,3.109823703765869
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.3D2_1.qasm,225,143,82(36.44%),,360,244,116(32.22%),,90(x),42(x),48(53.33%),,135(cx),101(cx),34(25.19%),,4.109900712966919
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.3D2_2.qasm,225,142,83(36.89%),,360,240,120(33.33%),,90(x),44(x),46(51.11%),,135(cx),98(cx),37(27.41%),,2.920823335647583
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.3D2_3.qasm,225,149,76(33.78%),,360,248,112(31.11%),,90(x),50(x),40(44.44%),,135(cx),99(cx),36(26.67%),,3.0160577297210693
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.3D2_4.qasm,225,160,65(28.89%),,360,272,88(24.44%),,90(x),48(x),42(46.67%),,135(cx),112(cx),23(17.04%),,3.375314235687256
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.3D2_5.qasm,225,151,74(32.89%),,360,256,104(28.89%),,90(x),46(x),44(48.89%),,135(cx),105(cx),30(22.22%),,3.054750680923462
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.3D2_6.qasm,225,131,94(41.78%),,360,224,136(37.78%),,90(x),38(x),52(57.78%),,135(cx),93(cx),42(31.11%),,3.931630849838257
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.3D2_7.qasm,225,149,76(33.78%),,360,244,116(32.22%),,90(x),54(x),36(40.00%),,135(cx),95(cx),40(29.63%),,4.358473539352417
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.3D2_8.qasm,225,136,89(39.56%),,360,232,128(35.56%),,90(x),40(x),50(55.56%),,135(cx),96(cx),39(28.89%),,4.843385934829712
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.3D2_9.qasm,225,145,80(35.56%),,360,246,114(31.67%),,90(x),44(x),46(51.11%),,135(cx),101(cx),34(25.19%),,4.889974355697632
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.4D2_0.qasm,270,165,105(38.89%),,450,280,170(37.78%),,90(x),50(x),40(44.44%),,180(cx),115(cx),65(36.11%),,3.9379959106445312
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.4D2_1.qasm,270,192,78(28.89%),,450,332,118(26.22%),,90(x),52(x),38(42.22%),,180(cx),140(cx),40(22.22%),,6.124285936355591
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.4D2_2.qasm,270,179,91(33.70%),,450,302,148(32.89%),,90(x),56(x),34(37.78%),,180(cx),123(cx),57(31.67%),,4.016148805618286
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.4D2_3.qasm,270,169,101(37.41%),,450,296,154(34.22%),,90(x),42(x),48(53.33%),,180(cx),127(cx),53(29.44%),,6.2492265701293945
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.4D2_4.qasm,270,174,96(35.56%),,450,296,154(34.22%),,90(x),52(x),38(42.22%),,180(cx),122(cx),58(32.22%),,6.610567092895508
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.4D2_5.qasm,270,170,100(37.04%),,450,296,154(34.22%),,90(x),44(x),46(51.11%),,180(cx),126(cx),54(30.00%),,4.489070415496826
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.4D2_6.qasm,270,193,77(28.52%),,450,334,116(25.78%),,90(x),52(x),38(42.22%),,180(cx),141(cx),39(21.67%),,4.838760852813721
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.4D2_7.qasm,270,196,74(27.41%),,450,340,110(24.44%),,90(x),52(x),38(42.22%),,180(cx),144(cx),36(20.00%),,6.358912467956543
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.4D2_8.qasm,270,170,100(37.04%),,450,294,156(34.67%),,90(x),46(x),44(48.89%),,180(cx),124(cx),56(31.11%),,5.594849109649658
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.4D2_9.qasm,270,160,110(40.74%),,450,274,176(39.11%),,90(x),46(x),44(48.89%),,180(cx),114(cx),66(36.67%),,5.360370874404907
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.5D2_0.qasm,315,209,106(33.65%),,540,364,176(32.59%),,90(x),54(x),36(40.00%),,225(cx),155(cx),70(31.11%),,7.608346939086914
