Filename,Size(number of gates),,,,Depth,,,,SQGs,,,,MQGs,,,,Total Time
E:\github\pm\qcpm-master\benchmark\circuit\4mod7-v1_96.qasm,164,154,10(6.10%),,94,89,5(5.32%),,"92(t,h,tdg,x)","84(t,h,tdg)",8(8.70%),,72(cx),70(cx),2(2.78%),,0.6936006546020508
E:\github\pm\qcpm-master\benchmark\circuit\4_49_16.qasm,217,210,7(3.23%),,125,124,1(0.80%),,"118(t,h,tdg,x)","112(t,h,tdg,x)",6(5.08%),,99(cx),98(cx),1(1.01%),,1.4901399612426758
E:\github\pm\qcpm-master\benchmark\circuit\9symml_195.qasm,34881,33483,1398(4.01%),,19235,19221,14(0.07%),,"19649(t,h,tdg,x)","18251(t,h,tdg,x)",1398(7.11%),,15232(cx),15232(cx),0(-),,182.04608511924744
E:\github\pm\qcpm-master\benchmark\circuit\adr4_197.qasm,3439,3293,146(4.25%),,1839,1839,0(-),,"1941(t,h,tdg,x)","1795(t,h,tdg,x)",146(7.52%),,1498(cx),1498(cx),0(-),,17.695698022842407
E:\github\pm\qcpm-master\benchmark\circuit\aj-e11_165.qasm,151,146,5(3.31%),,86,84,2(2.33%),,"82(t,h,tdg,x)","78(t,h,tdg,x)",4(4.88%),,69(cx),68(cx),1(1.45%),,0.6845502853393555
E:\github\pm\qcpm-master\benchmark\circuit\alu-bdd_288.qasm,84,78,6(7.14%),,48,47,1(2.08%),,"46(t,h,tdg,x)","40(t,h,tdg,x)",6(13.04%),,38(cx),38(cx),0(-),,0.1719191074371338
E:\github\pm\qcpm-master\benchmark\circuit\alu-v0_26.qasm,84,80,4(4.76%),,49,49,0(-),,"46(t,h,tdg,x)","42(t,h,tdg,x)",4(8.70%),,38(cx),38(cx),0(-),,0.3174772262573242
E:\github\pm\qcpm-master\benchmark\circuit\alu-v0_27.qasm,36,34,2(5.56%),,21,19,2(9.52%),,"19(t,h,tdg,x)","17(t,h,tdg,z)",2(10.53%),,17(cx),17(cx),0(-),,0.03897833824157715
E:\github\pm\qcpm-master\benchmark\circuit\alu-v1_28.qasm,37,35,2(5.41%),,22,21,1(4.55%),,"19(t,h,tdg,x)","17(t,h,tdg,x)",2(10.53%),,18(cx),18(cx),0(-),,0.041974782943725586
E:\github\pm\qcpm-master\benchmark\circuit\alu-v1_29.qasm,37,35,2(5.41%),,22,20,2(9.09%),,"20(t,h,tdg,x)","18(t,tdg,h,z,x)",2(10.00%),,17(cx),17(cx),0(-),,0.03897714614868164
E:\github\pm\qcpm-master\benchmark\circuit\alu-v2_30.qasm,504,484,20(3.97%),,285,285,0(-),,"281(t,h,tdg,x)","261(t,h,tdg,x)",20(7.12%),,223(cx),223(cx),0(-),,2.5211405754089355
E:\github\pm\qcpm-master\benchmark\circuit\alu-v2_31.qasm,451,430,21(4.66%),,255,251,4(1.57%),,"253(t,h,tdg,x)","233(t,h,tdg,x)",20(7.91%),,198(cx),197(cx),1(0.51%),,2.166264295578003
E:\github\pm\qcpm-master\benchmark\circuit\alu-v2_32.qasm,163,157,6(3.68%),,92,92,0(-),,"91(t,h,tdg,x)","85(t,h,tdg,z)",6(6.59%),,72(cx),72(cx),0(-),,0.7235684394836426
E:\github\pm\qcpm-master\benchmark\circuit\alu-v2_33.qasm,37,37,0(-),,22,21,1(4.55%),,"20(t,h,tdg,x)","20(t,h,tdg,x)",0(-),,17(cx),17(cx),0(-),,0.03498053550720215
E:\github\pm\qcpm-master\benchmark\circuit\alu-v3_34.qasm,52,50,2(3.85%),,30,30,0(-),,"28(t,h,tdg,x)","26(t,h,tdg,x)",2(7.14%),,24(cx),24(cx),0(-),,0.08713698387145996
E:\github\pm\qcpm-master\benchmark\circuit\alu-v3_35.qasm,37,36,1(2.70%),,22,23,-1(-4.55%),,"19(t,h,tdg,x)","17(t,h,tdg,x)",2(10.53%),,18(cx),19(cx),-1(-5.56%),,0.040962934494018555
E:\github\pm\qcpm-master\benchmark\circuit\alu-v4_36.qasm,115,109,6(5.22%),,66,64,2(3.03%),,"64(t,h,tdg,x)","60(t,h,tdg,x)",4(6.25%),,51(cx),49(cx),2(3.92%),,0.43674755096435547
E:\github\pm\qcpm-master\benchmark\circuit\alu-v4_37.qasm,37,36,1(2.70%),,22,23,-1(-4.55%),,"19(t,h,tdg,x)","17(t,h,tdg,x)",2(10.53%),,18(cx),19(cx),-1(-5.56%),,0.040958404541015625
E:\github\pm\qcpm-master\benchmark\circuit\C17_204.qasm,467,445,22(4.71%),,253,254,-1(-0.40%),,"262(t,h,tdg,x)","240(t,h,tdg,x)",22(8.40%),,205(cx),205(cx),0(-),,2.274672269821167
E:\github\pm\qcpm-master\benchmark\circuit\clip_206.qasm,33827,32655,1172(3.46%),,17879,17877,2(0.01%),,"19055(t,h,tdg,x)","17883(t,h,tdg,x)",1172(6.15%),,14772(cx),14772(cx),0(-),,177.15112113952637
E:\github\pm\qcpm-master\benchmark\circuit\cm152a_212.qasm,1221,1147,74(6.06%),,684,684,0(-),,"689(t,h,tdg,x)","615(t,h,tdg,x)",74(10.74%),,532(cx),532(cx),0(-),,6.232430934906006
E:\github\pm\qcpm-master\benchmark\circuit\cm42a_207.qasm,1776,1696,80(4.50%),,940,938,2(0.21%),,"1005(t,h,tdg,x)","925(t,h,tdg,x)",80(7.96%),,771(cx),771(cx),0(-),,9.13693904876709
E:\github\pm\qcpm-master\benchmark\circuit\cm82a_208.qasm,650,617,33(5.08%),,337,339,-2(-0.59%),,"367(t,h,tdg,x)","333(t,h,tdg,x)",34(9.26%),,283(cx),284(cx),-1(-0.35%),,3.1697819232940674
E:\github\pm\qcpm-master\benchmark\circuit\cm85a_209.qasm,11414,11038,376(3.29%),,6374,6374,0(-),,"6428(t,h,tdg,x)","6052(t,h,tdg,x)",376(5.85%),,4986(cx),4986(cx),0(-),,59.47243666648865
E:\github\pm\qcpm-master\benchmark\circuit\cnt3-5_179.qasm,175,165,10(5.71%),,61,59,2(3.28%),,"90(t,h,tdg)","90(t,h,tdg)",0(-),,85(cx),75(cx),10(11.76%),,0.8344907760620117
E:\github\pm\qcpm-master\benchmark\circuit\cnt3-5_180.qasm,485,463,22(4.54%),,209,206,3(1.44%),,"270(t,h,tdg)","258(t,h,tdg)",12(4.44%),,215(cx),205(cx),10(4.65%),,2.351640462875366
E:\github\pm\qcpm-master\benchmark\circuit\co14_215.qasm,17936,17486,450(2.51%),,8570,8568,2(0.02%),,"10096(t,h,tdg,x)","9646(t,h,tdg,x)",450(4.46%),,7840(cx),7840(cx),0(-),,93.90493726730347
E:\github\pm\qcpm-master\benchmark\circuit\con1_216.qasm,954,909,45(4.72%),,508,509,-1(-0.20%),,"539(t,h,tdg,x)","493(t,h,tdg,x)",46(8.53%),,415(cx),416(cx),-1(-0.24%),,6.966064929962158
E:\github\pm\qcpm-master\benchmark\circuit\cycle10_2_110.qasm,6050,5814,236(3.90%),,3386,3382,4(0.12%),,"3402(t,h,tdg)","3170(t,h,tdg)",232(6.82%),,2648(cx),2644(cx),4(0.15%),,31.40078330039978
E:\github\pm\qcpm-master\benchmark\circuit\dc1_220.qasm,1914,1830,84(4.39%),,1038,1036,2(0.19%),,"1081(t,h,tdg,x)","997(t,h,tdg,x)",84(7.77%),,833(cx),833(cx),0(-),,9.785139560699463
E:\github\pm\qcpm-master\benchmark\circuit\dc2_222.qasm,9462,9134,328(3.47%),,5242,5242,0(-),,"5331(t,h,tdg,x)","5003(t,h,tdg,x)",328(6.15%),,4131(cx),4131(cx),0(-),,49.092018127441406
E:\github\pm\qcpm-master\benchmark\circuit\decod24-bdd_294.qasm,73,70,3(4.11%),,40,39,1(2.50%),,"41(t,h,tdg,x)","41(t,h,tdg,x)",0(-),,32(cx),29(cx),3(9.38%),,0.2253894805908203
E:\github\pm\qcpm-master\benchmark\circuit\decod24-enable_126.qasm,338,324,14(4.14%),,190,189,1(0.53%),,"189(t,h,tdg)","175(t,h,tdg)",14(7.41%),,149(cx),149(cx),0(-),,1.6800243854522705
E:\github\pm\qcpm-master\benchmark\circuit\decod24-v0_38.qasm,51,50,1(1.96%),,30,30,0(-),,"28(t,h,tdg,x)","28(t,h,tdg,x)",0(-),,23(cx),22(cx),1(4.35%),,0.1250772476196289
E:\github\pm\qcpm-master\benchmark\circuit\decod24-v1_41.qasm,85,84,1(1.18%),,50,52,-2(-4.00%),,"47(t,h,tdg,x)","45(t,h,tdg,x)",2(4.26%),,38(cx),39(cx),-1(-2.63%),,0.30582284927368164
E:\github\pm\qcpm-master\benchmark\circuit\decod24-v2_43.qasm,52,52,0(-),,30,30,0(-),,"30(t,h,tdg,x)","30(t,h,tdg,x)",0(-),,22(cx),22(cx),0(-),,0.06096386909484863
E:\github\pm\qcpm-master\benchmark\circuit\decod24-v3_45.qasm,150,146,4(2.67%),,84,84,0(-),,"86(t,h,tdg,x)","82(t,h,tdg,x)",4(4.65%),,64(cx),64(cx),0(-),,0.6146576404571533
E:\github\pm\qcpm-master\benchmark\circuit\dist_223.qasm,38046,36587,1459(3.83%),,19694,19687,7(0.04%),,"21422(t,h,tdg,x)","19964(t,h,tdg,x)",1458(6.81%),,16624(cx),16623(cx),1(0.01%),,297.2513484954834
E:\github\pm\qcpm-master\benchmark\circuit\ex-1_166.qasm,19,20,-1(-5.26%),,12,14,-2(-16.67%),,"10(t,h,tdg,x)","10(t,h,tdg,x)",0(-),,9(cx),10(cx),-1(-11.11%),,0.018997907638549805
E:\github\pm\qcpm-master\benchmark\circuit\ex1_226.qasm,7,8,-1(-14.29%),,5,5,0(-),,2(x),2(x),0(-),,5(cx),6(cx),-1(-20.00%),,0.0059967041015625
E:\github\pm\qcpm-master\benchmark\circuit\ex2_227.qasm,631,599,32(5.07%),,355,353,2(0.56%),,"356(t,h,tdg,x)","324(t,h,tdg,x)",32(8.99%),,275(cx),275(cx),0(-),,4.552381753921509
E:\github\pm\qcpm-master\benchmark\circuit\ex3_229.qasm,403,383,20(4.96%),,226,226,0(-),,"228(t,h,tdg,x)","208(t,h,tdg,x)",20(8.77%),,175(cx),175(cx),0(-),,1.948455572128296
E:\github\pm\qcpm-master\benchmark\circuit\f2_232.qasm,1206,1144,62(5.14%),,668,666,2(0.30%),,"681(t,h,tdg,x)","619(t,h,tdg,x)",62(9.10%),,525(cx),525(cx),0(-),,6.085115671157837
E:\github\pm\qcpm-master\benchmark\circuit\graycode6_47.qasm,5,5,0(-),,5,5,0(-),,0(),0(),0(-),,5(cx),5(cx),0(-),,0.004996299743652344
E:\github\pm\qcpm-master\benchmark\circuit\ground_state_estimation_10.qasm,390180,382680,7500(1.92%),,245614,242164,3450(1.40%),,"235971(h,z,x,s,rz)","228471(sdg,h,z,x,s,rz)",7500(3.18%),,154209(cx),154209(cx),0(-),,5496.878677368164
E:\github\pm\qcpm-master\benchmark\circuit\ham15_107.qasm,8763,8384,379(4.33%),,4819,4803,16(0.33%),,"4905(t,h,tdg)","4527(t,h,tdg)",378(7.71%),,3858(cx),3857(cx),1(0.03%),,47.96466779708862
E:\github\pm\qcpm-master\benchmark\circuit\ham3_102.qasm,20,19,1(5.00%),,13,12,1(7.69%),,"9(t,h,tdg)","9(t,h,tdg)",0(-),,11(cx),10(cx),1(9.09%),,0.09344983100891113
E:\github\pm\qcpm-master\benchmark\circuit\ham7_104.qasm,320,313,7(2.19%),,185,183,2(1.08%),,"171(t,h,tdg)","163(t,h,tdg)",8(4.68%),,149(cx),150(cx),-1(-0.67%),,1.8384907245635986
E:\github\pm\qcpm-master\benchmark\circuit\hwb4_49.qasm,233,223,10(4.29%),,134,136,-2(-1.49%),,"126(t,h,tdg)","116(t,h,tdg)",10(7.94%),,107(cx),107(cx),0(-),,1.147202730178833
E:\github\pm\qcpm-master\benchmark\circuit\hwb5_53.qasm,1336,1293,43(3.22%),,758,760,-2(-0.26%),,"738(t,h,tdg)","692(t,h,tdg)",46(6.23%),,598(cx),601(cx),-3(-0.50%),,7.257771015167236
E:\github\pm\qcpm-master\benchmark\circuit\hwb6_56.qasm,6723,6455,268(3.99%),,3736,3733,3(0.08%),,"3771(t,h,tdg)","3503(t,h,tdg)",268(7.11%),,2952(cx),2952(cx),0(-),,35.837671518325806
E:\github\pm\qcpm-master\benchmark\circuit\hwb7_59.qasm,24379,23357,1022(4.19%),,13437,13430,7(0.05%),,"13698(t,h,tdg)","12678(t,h,tdg)",1020(7.45%),,10681(cx),10679(cx),2(0.02%),,129.93254041671753
E:\github\pm\qcpm-master\benchmark\circuit\hwb8_113.qasm,69380,66527,2853(4.11%),,38717,38705,12(0.03%),,"39008(t,h,tdg,x)","36158(t,h,tdg,x)",2850(7.31%),,30372(cx),30369(cx),3(0.01%),,368.13868951797485
E:\github\pm\qcpm-master\benchmark\circuit\hwb9_119.qasm,207775,199070,8705(4.19%),,116199,116164,35(0.03%),,"116820(t,h,tdg)","108124(t,h,tdg)",8696(7.44%),,90955(cx),90946(cx),9(0.01%),,1647.7070088386536
E:\github\pm\qcpm-master\benchmark\circuit\inc_237.qasm,10619,10203,416(3.92%),,5863,5863,0(-),,"5983(t,h,tdg,x)","5567(t,h,tdg,x)",416(6.95%),,4636(cx),4636(cx),0(-),,55.165504693984985
E:\github\pm\qcpm-master\benchmark\circuit\ising_model_10.qasm,480,480,0(-),,70,70,0(-),,"390(rz,h)","390(rz,h)",0(-),,90(cx),90(cx),0(-),,0.4561629295349121
E:\github\pm\qcpm-master\benchmark\circuit\ising_model_13.qasm,633,633,0(-),,71,71,0(-),,"513(rz,h)","513(rz,h)",0(-),,120(cx),120(cx),0(-),,0.5140228271484375
E:\github\pm\qcpm-master\benchmark\circuit\ising_model_16.qasm,786,786,0(-),,71,71,0(-),,"636(rz,h)","636(rz,h)",0(-),,150(cx),150(cx),0(-),,0.694232702255249
E:\github\pm\qcpm-master\benchmark\circuit\life_238.qasm,22445,21569,876(3.90%),,12511,12505,6(0.05%),,"12645(t,h,tdg,x)","11769(t,h,tdg,x)",876(6.93%),,9800(cx),9800(cx),0(-),,117.6402895450592
E:\github\pm\qcpm-master\benchmark\circuit\majority_239.qasm,612,580,32(5.23%),,344,342,2(0.58%),,"345(t,h,tdg,x)","313(t,h,tdg,x)",32(9.28%),,267(cx),267(cx),0(-),,3.083268165588379
E:\github\pm\qcpm-master\benchmark\circuit\max46_240.qasm,27126,26008,1118(4.12%),,14257,14251,6(0.04%),,"15282(t,h,tdg,x)","14164(t,h,tdg,x)",1118(7.32%),,11844(cx),11844(cx),0(-),,142.12576007843018
E:\github\pm\qcpm-master\benchmark\circuit\miller_11.qasm,50,51,-1(-2.00%),,29,31,-2(-6.90%),,"27(t,h,tdg)","27(t,h,tdg)",0(-),,23(cx),24(cx),-1(-4.35%),,0.09988903999328613
E:\github\pm\qcpm-master\benchmark\circuit\mini-alu_167.qasm,288,280,8(2.78%),,162,162,0(-),,"162(t,h,tdg)","154(t,h,tdg)",8(4.94%),,126(cx),126(cx),0(-),,1.3991940021514893
E:\github\pm\qcpm-master\benchmark\circuit\mini_alu_305.qasm,173,167,6(3.47%),,69,70,-1(-1.45%),,"96(t,h,tdg,x)","90(t,h,tdg,x)",6(6.25%),,77(cx),77(cx),0(-),,0.8345341682434082
E:\github\pm\qcpm-master\benchmark\circuit\misex1_241.qasm,4813,4617,196(4.07%),,2676,2676,0(-),,"2713(t,h,tdg,x)","2517(t,h,tdg,x)",196(7.22%),,2100(cx),2100(cx),0(-),,25.087952375411987
E:\github\pm\qcpm-master\benchmark\circuit\mlp4_245.qasm,18852,18242,610(3.24%),,10328,10322,6(0.06%),,"10620(t,h,tdg,x)","10010(t,h,tdg,x)",610(5.74%),,8232(cx),8232(cx),0(-),,98.62218737602234
E:\github\pm\qcpm-master\benchmark\circuit\mod10_171.qasm,244,238,6(2.46%),,139,139,0(-),,"136(t,h,tdg,x)","130(t,h,tdg,x)",6(4.41%),,108(cx),108(cx),0(-),,1.1797280311584473
E:\github\pm\qcpm-master\benchmark\circuit\mod10_176.qasm,178,170,8(4.49%),,101,101,0(-),,"100(t,h,tdg,x)","92(t,h,tdg,x)",8(8.00%),,78(cx),78(cx),0(-),,0.7868027687072754
E:\github\pm\qcpm-master\benchmark\circuit\mod5adder_127.qasm,555,532,23(4.14%),,302,300,2(0.66%),,"316(t,h,tdg,x)","294(t,h,tdg,x)",22(6.96%),,239(cx),238(cx),1(0.42%),,2.7818901538848877
E:\github\pm\qcpm-master\benchmark\circuit\mod5d1_63.qasm,22,23,-1(-4.55%),,13,15,-2(-15.38%),,"9(t,h,tdg)","9(t,h,tdg)",0(-),,13(cx),14(cx),-1(-7.69%),,0.018975257873535156
E:\github\pm\qcpm-master\benchmark\circuit\mod5d2_64.qasm,53,51,2(3.77%),,32,32,0(-),,"28(t,h,tdg,x)","24(t,h,tdg,x)",4(14.29%),,25(cx),27(cx),-2(-8.00%),,0.13792014122009277
E:\github\pm\qcpm-master\benchmark\circuit\mod5mils_65.qasm,35,32,3(8.57%),,21,21,0(-),,"19(t,h,tdg,x)","17(t,h,tdg,x)",2(10.53%),,16(cx),15(cx),1(6.25%),,0.05295586585998535
E:\github\pm\qcpm-master\benchmark\circuit\mod8-10_177.qasm,440,422,18(4.09%),,251,248,3(1.20%),,"244(t,h,tdg,x)","228(t,h,tdg,x)",16(6.56%),,196(cx),194(cx),2(1.02%),,2.216827630996704
E:\github\pm\qcpm-master\benchmark\circuit\mod8-10_178.qasm,342,329,13(3.80%),,193,192,1(0.52%),,"190(t,h,tdg,x)","178(t,h,tdg,x)",12(6.32%),,152(cx),151(cx),1(0.66%),,1.6831262111663818
E:\github\pm\qcpm-master\benchmark\circuit\one-two-three-v0_97.qasm,290,280,10(3.45%),,163,163,0(-),,"162(t,h,tdg)","152(t,h,tdg)",10(6.17%),,128(cx),128(cx),0(-),,1.369255542755127
E:\github\pm\qcpm-master\benchmark\circuit\one-two-three-v0_98.qasm,146,142,4(2.74%),,82,82,0(-),,"81(t,h,tdg)","77(t,h,tdg)",4(4.94%),,65(cx),65(cx),0(-),,0.63063645362854
E:\github\pm\qcpm-master\benchmark\circuit\one-two-three-v1_99.qasm,132,128,4(3.03%),,76,77,-1(-1.32%),,"73(t,h,tdg,x)","67(t,h,tdg,x)",6(8.22%),,59(cx),61(cx),-2(-3.39%),,0.5604138374328613
E:\github\pm\qcpm-master\benchmark\circuit\one-two-three-v2_100.qasm,69,70,-1(-1.45%),,40,42,-2(-5.00%),,"37(t,h,tdg,x)","37(t,h,tdg,x)",0(-),,32(cx),33(cx),-1(-3.12%),,0.12294459342956543
E:\github\pm\qcpm-master\benchmark\circuit\one-two-three-v3_101.qasm,70,68,2(2.86%),,40,39,1(2.50%),,"38(t,h,tdg,x)","36(t,h,tdg,x)",2(5.26%),,32(cx),32(cx),0(-),,0.13492178916931152
E:\github\pm\qcpm-master\benchmark\circuit\plus63mod4096_163.qasm,128744,124048,4696(3.65%),,72246,72243,3(0.00%),,"72415(t,h,tdg,x)","67731(t,h,tdg,x)",4684(6.47%),,56329(cx),56317(cx),12(0.02%),,680.6206595897675
E:\github\pm\qcpm-master\benchmark\circuit\plus63mod8192_164.qasm,187112,180160,6952(3.72%),,105142,105135,7(0.01%),,"105247(t,h,tdg,x)","98307(t,h,tdg,x)",6940(6.59%),,81865(cx),81853(cx),12(0.01%),,991.6788301467896
E:\github\pm\qcpm-master\benchmark\circuit\pm1_249.qasm,1776,1696,80(4.50%),,940,938,2(0.21%),,"1005(t,h,tdg,x)","925(t,h,tdg,x)",80(7.96%),,771(cx),771(cx),0(-),,9.117160081863403
E:\github\pm\qcpm-master\benchmark\circuit\qft_10.qasm,200,198,2(1.00%),,63,62,1(1.59%),,"110(rz,h)","108(rz,h)",2(1.82%),,90(cx),90(cx),0(-),,0.9581716060638428
E:\github\pm\qcpm-master\benchmark\circuit\qft_16.qasm,512,510,2(0.39%),,105,104,1(0.95%),,"272(rz,h)","270(rz,h)",2(0.74%),,240(cx),240(cx),0(-),,2.7792952060699463
E:\github\pm\qcpm-master\benchmark\circuit\radd_250.qasm,3213,3063,150(4.67%),,1781,1775,6(0.34%),,"1808(t,h,tdg,x)","1658(t,h,tdg,x)",150(8.30%),,1405(cx),1405(cx),0(-),,16.52587389945984
E:\github\pm\qcpm-master\benchmark\circuit\rd32-v0_66.qasm,34,28,6(17.65%),,20,17,3(15.00%),,"18(t,h,tdg)","16(t,h,tdg)",2(11.11%),,16(cx),12(cx),4(25.00%),,0.06539654731750488
