Filename,Size(number of gates),,,,Depth,,,,SQGs,,,,MQGs,,,,Total Time
,before,after,reduce,,before,after,reduce,,before,after,reduce,,before,after,reduce,,
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.4D2_3.qasm,270,168,102(37.78%),,45,33,12(26.67%),,90(x),40(x),50(55.56%),,180(cx),128(cx),52(28.89%),,6.4374799728393555,30.70703125
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.4D2_4.qasm,270,171,99(36.67%),,45,31,14(31.11%),,90(x),52(x),38(42.22%),,180(cx),119(cx),61(33.89%),,5.343706846237183,30.78125
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.4D2_5.qasm,270,170,100(37.04%),,45,34,11(24.44%),,90(x),44(x),46(51.11%),,180(cx),126(cx),54(30.00%),,4.656228303909302,30.76953125
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.4D2_6.qasm,270,193,77(28.52%),,45,37,8(17.78%),,90(x),52(x),38(42.22%),,180(cx),141(cx),39(21.67%),,4.937516212463379,30.89453125
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.4D2_7.qasm,270,194,76(28.15%),,45,41,4(8.89%),,90(x),52(x),38(42.22%),,180(cx),142(cx),38(21.11%),,4.890640020370483,30.71875
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.4D2_8.qasm,270,169,101(37.41%),,45,32,13(28.89%),,90(x),46(x),44(48.89%),,180(cx),123(cx),57(31.67%),,5.703143835067749,30.6953125
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.4D2_9.qasm,270,160,110(40.74%),,45,31,14(31.11%),,90(x),46(x),44(48.89%),,180(cx),114(cx),66(36.67%),,5.499916076660156,30.74609375
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.5D2_0.qasm,315,210,105(33.33%),,45,39,6(13.33%),,90(x),54(x),36(40.00%),,225(cx),156(cx),69(30.67%),,7.828212738037109,30.81640625
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.5D2_1.qasm,315,190,125(39.68%),,45,36,9(20.00%),,90(x),44(x),46(51.11%),,225(cx),146(cx),79(35.11%),,9.390587091445923,30.71875
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.5D2_2.qasm,315,212,103(32.70%),,45,39,6(13.33%),,90(x),48(x),42(46.67%),,225(cx),164(cx),61(27.11%),,6.515652179718018,31.03125
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.5D2_3.qasm,315,226,89(28.25%),,45,39,6(13.33%),,90(x),58(x),32(35.56%),,225(cx),168(cx),57(25.33%),,4.5155839920043945,31.01953125
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.5D2_4.qasm,315,200,115(36.51%),,45,42,3(6.67%),,90(x),42(x),48(53.33%),,225(cx),158(cx),67(29.78%),,8.453134298324585,30.96484375
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.5D2_5.qasm,315,223,92(29.21%),,45,37,8(17.78%),,90(x),60(x),30(33.33%),,225(cx),163(cx),62(27.56%),,8.17212200164795,31.15625
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.5D2_6.qasm,315,201,114(36.19%),,45,39,6(13.33%),,90(x),42(x),48(53.33%),,225(cx),159(cx),66(29.33%),,7.093552350997925,31.15625
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.5D2_7.qasm,315,213,102(32.38%),,45,40,5(11.11%),,90(x),48(x),42(46.67%),,225(cx),165(cx),60(26.67%),,6.515920877456665,30.7890625
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.5D2_8.qasm,315,221,94(29.84%),,45,36,9(20.00%),,90(x),54(x),36(40.00%),,225(cx),167(cx),58(25.78%),,10.718786716461182,30.89453125
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.5D2_9.qasm,315,207,108(34.29%),,45,35,10(22.22%),,90(x),58(x),32(35.56%),,225(cx),149(cx),76(33.78%),,9.015206813812256,30.890625
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.6D2_0.qasm,360,241,119(33.06%),,45,41,4(8.89%),,90(x),58(x),32(35.56%),,270(cx),183(cx),87(32.22%),,7.8124895095825195,31.171875
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.6D2_1.qasm,360,218,142(39.44%),,45,42,3(6.67%),,90(x),44(x),46(51.11%),,270(cx),174(cx),96(35.56%),,10.140719652175903,31.234375
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.6D2_2.qasm,360,231,129(35.83%),,45,42,3(6.67%),,90(x),50(x),40(44.44%),,270(cx),181(cx),89(32.96%),,10.421789407730103,31.15625
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.6D2_3.qasm,360,242,118(32.78%),,45,44,1(2.22%),,90(x),60(x),30(33.33%),,270(cx),182(cx),88(32.59%),,10.047005653381348,30.91015625
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.6D2_4.qasm,360,228,132(36.67%),,45,40,5(11.11%),,90(x),50(x),40(44.44%),,270(cx),178(cx),92(34.07%),,9.82810115814209,29.81640625
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.6D2_5.qasm,360,233,127(35.28%),,45,39,6(13.33%),,90(x),54(x),36(40.00%),,270(cx),179(cx),91(33.70%),,7.656221151351929,31.125
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.6D2_6.qasm,360,245,115(31.94%),,45,41,4(8.89%),,90(x),58(x),32(35.56%),,270(cx),187(cx),83(30.74%),,8.171802997589111,31.27734375
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.6D2_7.qasm,360,239,121(33.61%),,45,42,3(6.67%),,90(x),56(x),34(37.78%),,270(cx),183(cx),87(32.22%),,7.812560319900513,31.17578125
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.6D2_8.qasm,360,234,126(35.00%),,45,36,9(20.00%),,90(x),58(x),32(35.56%),,270(cx),176(cx),94(34.81%),,10.28123927116394,30.20703125
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.6D2_9.qasm,360,221,139(38.61%),,45,36,9(20.00%),,90(x),54(x),36(40.00%),,270(cx),167(cx),103(38.15%),,9.578097343444824,30.90234375
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.7D2_0.qasm,405,296,109(26.91%),,45,48,-3(-6.67%),,90(x),58(x),32(35.56%),,315(cx),238(cx),77(24.44%),,11.548925638198853,31.03125
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.7D2_1.qasm,405,244,161(39.75%),,45,44,1(2.22%),,90(x),58(x),32(35.56%),,315(cx),186(cx),129(40.95%),,11.48232913017273,31.171875
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.7D2_2.qasm,405,235,170(41.98%),,45,46,-1(-2.22%),,90(x),50(x),40(44.44%),,315(cx),185(cx),130(41.27%),,12.03141188621521,31.5078125
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.7D2_3.qasm,405,257,148(36.54%),,45,42,3(6.67%),,90(x),50(x),40(44.44%),,315(cx),207(cx),108(34.29%),,10.436291694641113,31.5078125
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.7D2_4.qasm,405,254,151(37.28%),,45,42,3(6.67%),,90(x),56(x),34(37.78%),,315(cx),198(cx),117(37.14%),,11.859365701675415,31.78125
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.7D2_5.qasm,405,266,139(34.32%),,45,41,4(8.89%),,90(x),64(x),26(28.89%),,315(cx),202(cx),113(35.87%),,9.500301837921143,31.66796875
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.7D2_6.qasm,405,281,124(30.62%),,45,46,-1(-2.22%),,90(x),62(x),28(31.11%),,315(cx),219(cx),96(30.48%),,12.391717195510864,31.56640625
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.7D2_7.qasm,405,265,140(34.57%),,45,43,2(4.44%),,90(x),52(x),38(42.22%),,315(cx),213(cx),102(32.38%),,12.906199932098389,32.17578125
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.7D2_8.qasm,405,274,131(32.35%),,45,44,1(2.22%),,90(x),56(x),34(37.78%),,315(cx),218(cx),97(30.79%),,9.904961585998535,32.171875
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.7D2_9.qasm,405,298,107(26.42%),,45,44,1(2.22%),,90(x),66(x),24(26.67%),,315(cx),232(cx),83(26.35%),,9.953125,31.7109375
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.2D1_.1D2_0.qasm,225,67,158(70.22%),,45,19,26(57.78%),,180(x),32(x),148(82.22%),,45(cx),35(cx),10(22.22%),,1.1718640327453613,30.7109375
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.2D1_.1D2_1.qasm,225,72,153(68.00%),,45,25,20(44.44%),,180(x),30(x),150(83.33%),,45(cx),42(cx),3(6.67%),,1.2499849796295166,30.83203125
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.2D1_.1D2_2.qasm,225,54,171(76.00%),,45,20,25(55.56%),,180(x),22(x),158(87.78%),,45(cx),32(cx),13(28.89%),,0.9375345706939697,30.81640625
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.2D1_.1D2_3.qasm,225,73,152(67.56%),,45,27,18(40.00%),,180(x),36(x),144(80.00%),,45(cx),37(cx),8(17.78%),,1.3124945163726807,30.77734375
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.2D1_.1D2_4.qasm,225,73,152(67.56%),,45,19,26(57.78%),,180(x),36(x),144(80.00%),,45(cx),37(cx),8(17.78%),,0.9687581062316895,30.796875
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.2D1_.1D2_5.qasm,225,63,162(72.00%),,45,17,28(62.22%),,180(x),30(x),150(83.33%),,45(cx),33(cx),12(26.67%),,0.9375302791595459,30.8671875
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.2D1_.1D2_6.qasm,225,81,144(64.00%),,45,21,24(53.33%),,180(x),44(x),136(75.56%),,45(cx),37(cx),8(17.78%),,0.9687576293945312,30.8671875
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.2D1_.1D2_7.qasm,225,75,150(66.67%),,45,29,16(35.56%),,180(x),36(x),144(80.00%),,45(cx),39(cx),6(13.33%),,1.0315628051757812,30.37109375
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.2D1_.1D2_8.qasm,225,66,159(70.67%),,45,25,20(44.44%),,180(x),32(x),148(82.22%),,45(cx),34(cx),11(24.44%),,1.1559185981750488,30.52734375
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.2D1_.1D2_9.qasm,225,77,148(65.78%),,45,24,21(46.67%),,180(x),42(x),138(76.67%),,45(cx),35(cx),10(22.22%),,0.937424898147583,30.74609375
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.2D1_.2D2_0.qasm,270,117,153(56.67%),,45,27,18(40.00%),,180(x),48(x),132(73.33%),,90(cx),69(cx),21(23.33%),,2.3750298023223877,30.54296875
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.2D1_.2D2_1.qasm,270,130,140(51.85%),,45,29,16(35.56%),,180(x),54(x),126(70.00%),,90(cx),76(cx),14(15.56%),,2.6093435287475586,31.02734375
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.2D1_.2D2_2.qasm,270,98,172(63.70%),,45,24,21(46.67%),,180(x),38(x),142(78.89%),,90(cx),60(cx),30(33.33%),,2.6562578678131104,31.18359375
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.2D1_.2D2_3.qasm,270,116,154(57.04%),,45,27,18(40.00%),,180(x),50(x),130(72.22%),,90(cx),66(cx),24(26.67%),,1.9533581733703613,30.99609375
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.2D1_.2D2_4.qasm,270,141,129(47.78%),,45,26,19(42.22%),,180(x),64(x),116(64.44%),,90(cx),77(cx),13(14.44%),,2.546627998352051,31.265625
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.2D1_.2D2_5.qasm,270,128,142(52.59%),,45,24,21(46.67%),,180(x),54(x),126(70.00%),,90(cx),74(cx),16(17.78%),,2.4687600135803223,31.19140625
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.2D1_.2D2_6.qasm,270,124,146(54.07%),,45,25,20(44.44%),,180(x),50(x),130(72.22%),,90(cx),74(cx),16(17.78%),,1.9690723419189453,31.2109375
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.2D1_.2D2_7.qasm,270,121,149(55.19%),,45,26,19(42.22%),,180(x),44(x),136(75.56%),,90(cx),77(cx),13(14.44%),,3.2340264320373535,31.22265625
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.2D1_.2D2_8.qasm,270,120,150(55.56%),,45,25,20(44.44%),,180(x),48(x),132(73.33%),,90(cx),72(cx),18(20.00%),,2.422581672668457,31.42578125
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.2D1_.2D2_9.qasm,270,105,165(61.11%),,45,24,21(46.67%),,180(x),42(x),138(76.67%),,90(cx),63(cx),27(30.00%),,2.10894513130188,31.26171875
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.2D1_.3D2_0.qasm,315,164,151(47.94%),,45,31,14(31.11%),,180(x),64(x),116(64.44%),,135(cx),100(cx),35(25.93%),,2.8446240425109863,32.1796875
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.2D1_.3D2_1.qasm,315,166,149(47.30%),,45,29,16(35.56%),,180(x),68(x),112(62.22%),,135(cx),98(cx),37(27.41%),,3.639655351638794,31.953125
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.2D1_.3D2_2.qasm,315,144,171(54.29%),,45,26,19(42.22%),,180(x),54(x),126(70.00%),,135(cx),90(cx),45(33.33%),,3.2814254760742188,32.05078125
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.2D1_.3D2_3.qasm,315,168,147(46.67%),,45,30,15(33.33%),,180(x),72(x),108(60.00%),,135(cx),96(cx),39(28.89%),,3.4528262615203857,31.57421875
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.2D1_.3D2_4.qasm,315,165,150(47.62%),,45,32,13(28.89%),,180(x),64(x),116(64.44%),,135(cx),101(cx),34(25.19%),,2.797746419906616,30.9296875
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.2D1_.3D2_5.qasm,315,169,146(46.35%),,45,31,14(31.11%),,180(x),68(x),112(62.22%),,135(cx),101(cx),34(25.19%),,2.9056403636932373,31.12890625
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.2D1_.3D2_6.qasm,315,159,156(49.52%),,45,31,14(31.11%),,180(x),64(x),116(64.44%),,135(cx),95(cx),40(29.63%),,3.4844329357147217,31.4375
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.2D1_.3D2_7.qasm,315,168,147(46.67%),,45,31,14(31.11%),,180(x),56(x),124(68.89%),,135(cx),112(cx),23(17.04%),,3.281498432159424,31.20703125
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.2D1_.3D2_8.qasm,315,186,129(40.95%),,45,31,14(31.11%),,180(x),74(x),106(58.89%),,135(cx),112(cx),23(17.04%),,2.9994618892669678,30.85546875
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.2D1_.3D2_9.qasm,315,150,165(52.38%),,45,31,14(31.11%),,180(x),56(x),124(68.89%),,135(cx),94(cx),41(30.37%),,2.890538215637207,31.3359375
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.2D1_.4D2_0.qasm,360,218,142(39.44%),,45,38,7(15.56%),,180(x),82(x),98(54.44%),,180(cx),136(cx),44(24.44%),,4.188069820404053,31.52734375
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.2D1_.4D2_1.qasm,360,220,140(38.89%),,45,37,8(17.78%),,180(x),80(x),100(55.56%),,180(cx),140(cx),40(22.22%),,4.109736204147339,31.43359375
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.2D1_.4D2_2.qasm,360,232,128(35.56%),,45,37,8(17.78%),,180(x),82(x),98(54.44%),,180(cx),150(cx),30(16.67%),,4.483482122421265,31.3828125
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.2D1_.4D2_3.qasm,360,208,152(42.22%),,45,37,8(17.78%),,180(x),72(x),108(60.00%),,180(cx),136(cx),44(24.44%),,4.187839984893799,31.9140625
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.2D1_.4D2_4.qasm,360,216,144(40.00%),,45,35,10(22.22%),,180(x),80(x),100(55.56%),,180(cx),136(cx),44(24.44%),,5.1402668952941895,32.05859375
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.2D1_.4D2_5.qasm,360,232,128(35.56%),,45,41,4(8.89%),,180(x),82(x),98(54.44%),,180(cx),150(cx),30(16.67%),,4.422586917877197,31.96484375
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.2D1_.4D2_6.qasm,360,204,156(43.33%),,45,43,2(4.44%),,180(x),68(x),112(62.22%),,180(cx),136(cx),44(24.44%),,5.40668797492981,32.1953125
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.2D1_.4D2_7.qasm,360,207,153(42.50%),,45,43,2(4.44%),,180(x),74(x),106(58.89%),,180(cx),133(cx),47(26.11%),,5.405303478240967,32.546875
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.2D1_.4D2_8.qasm,360,206,154(42.78%),,45,36,9(20.00%),,180(x),70(x),110(61.11%),,180(cx),136(cx),44(24.44%),,5.453679800033569,32.9375
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.2D1_.4D2_9.qasm,360,183,177(49.17%),,45,35,10(22.22%),,180(x),64(x),116(64.44%),,180(cx),119(cx),61(33.89%),,6.219208240509033,32.85546875
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.2D1_.5D2_0.qasm,405,258,147(36.30%),,45,45,0(-),,180(x),82(x),98(54.44%),,225(cx),176(cx),49(21.78%),,7.701979637145996,32.99609375
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.2D1_.5D2_1.qasm,405,245,160(39.51%),,45,40,5(11.11%),,180(x),78(x),102(56.67%),,225(cx),167(cx),58(25.78%),,5.609344244003296,32.69140625
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.2D1_.5D2_2.qasm,405,244,161(39.75%),,45,40,5(11.11%),,180(x),84(x),96(53.33%),,225(cx),160(cx),65(28.89%),,7.000005006790161,32.3125
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.2D1_.5D2_3.qasm,405,220,185(45.68%),,45,39,6(13.33%),,180(x),70(x),110(61.11%),,225(cx),150(cx),75(33.33%),,6.625320672988892,32.9453125
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.2D1_.5D2_4.qasm,405,239,166(40.99%),,45,41,4(8.89%),,180(x),72(x),108(60.00%),,225(cx),167(cx),58(25.78%),,7.030994415283203,33.10546875
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.2D1_.5D2_5.qasm,405,268,137(33.83%),,45,41,4(8.89%),,180(x),86(x),94(52.22%),,225(cx),182(cx),43(19.11%),,5.562957048416138,32.84765625
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.2D1_.5D2_6.qasm,405,270,135(33.33%),,45,43,2(4.44%),,180(x),100(x),80(44.44%),,225(cx),170(cx),55(24.44%),,6.7191290855407715,32.3046875
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.2D1_.5D2_7.qasm,405,249,156(38.52%),,45,42,3(6.67%),,180(x),84(x),96(53.33%),,225(cx),165(cx),60(26.67%),,6.874575138092041,32.0234375
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.2D1_.5D2_8.qasm,405,251,154(38.02%),,45,41,4(8.89%),,180(x),80(x),100(55.56%),,225(cx),171(cx),54(24.00%),,5.608903169631958,31.63671875
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.2D1_.5D2_9.qasm,405,254,151(37.28%),,45,43,2(4.44%),,180(x),86(x),94(52.22%),,225(cx),168(cx),57(25.33%),,7.093724489212036,31.734375
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.2D1_.6D2_0.qasm,450,269,181(40.22%),,45,42,3(6.67%),,180(x),88(x),92(51.11%),,270(cx),181(cx),89(32.96%),,6.469647645950317,31.0390625
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.2D1_.6D2_1.qasm,450,258,192(42.67%),,45,45,0(-),,180(x),82(x),98(54.44%),,270(cx),176(cx),94(34.81%),,6.108555316925049,31.98828125
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.2D1_.6D2_2.qasm,450,263,187(41.56%),,45,42,3(6.67%),,180(x),82(x),98(54.44%),,270(cx),181(cx),89(32.96%),,6.516277313232422,32.375
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.2D1_.6D2_3.qasm,450,280,170(37.78%),,45,44,1(2.22%),,180(x),86(x),94(52.22%),,270(cx),194(cx),76(28.15%),,6.781952619552612,32.26171875
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.2D1_.6D2_4.qasm,450,277,173(38.44%),,45,42,3(6.67%),,180(x),84(x),96(53.33%),,270(cx),193(cx),77(28.52%),,8.9839346408844,32.58203125
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.2D1_.6D2_5.qasm,450,269,181(40.22%),,45,42,3(6.67%),,180(x),94(x),86(47.78%),,270(cx),175(cx),95(35.19%),,6.030638217926025,32.69921875
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.2D1_.6D2_6.qasm,450,283,167(37.11%),,45,43,2(4.44%),,180(x),94(x),86(47.78%),,270(cx),189(cx),81(30.00%),,6.516165733337402,32.24609375
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.2D1_.6D2_7.qasm,450,287,163(36.22%),,45,43,2(4.44%),,180(x),90(x),90(50.00%),,270(cx),197(cx),73(27.04%),,8.999385118484497,30.64453125
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.2D1_.6D2_8.qasm,450,268,182(40.44%),,45,44,1(2.22%),,180(x),76(x),104(57.78%),,270(cx),192(cx),78(28.89%),,9.156372308731079,31.58203125
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.2D1_.6D2_9.qasm,450,254,196(43.56%),,45,41,4(8.89%),,180(x),78(x),102(56.67%),,270(cx),176(cx),94(34.81%),,8.219741106033325,32.53125
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.3D1_.1D2_0.qasm,315,81,234(74.29%),,45,28,17(37.78%),,270(x),40(x),230(85.19%),,45(cx),41(cx),4(8.89%),,1.2954628467559814,32.25390625
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.3D1_.1D2_1.qasm,315,79,236(74.92%),,45,29,16(35.56%),,270(x),40(x),230(85.19%),,45(cx),39(cx),6(13.33%),,1.2500367164611816,30.86328125
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.3D1_.1D2_2.qasm,315,67,248(78.73%),,45,21,24(53.33%),,270(x),38(x),232(85.93%),,45(cx),29(cx),16(35.56%),,1.2812223434448242,31.55859375
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.3D1_.1D2_3.qasm,315,68,247(78.41%),,45,19,26(57.78%),,270(x),34(x),236(87.41%),,45(cx),34(cx),11(24.44%),,1.5468711853027344,31.3671875
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.3D1_.1D2_4.qasm,315,72,243(77.14%),,45,23,22(48.89%),,270(x),38(x),232(85.93%),,45(cx),34(cx),11(24.44%),,1.1718862056732178,31.3984375
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.3D1_.1D2_5.qasm,315,82,233(73.97%),,45,21,24(53.33%),,270(x),46(x),224(82.96%),,45(cx),36(cx),9(20.00%),,1.1874682903289795,31.5625
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.3D1_.1D2_6.qasm,315,55,260(82.54%),,45,17,28(62.22%),,270(x),24(x),246(91.11%),,45(cx),31(cx),14(31.11%),,1.2352173328399658,31.8671875
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.3D1_.1D2_7.qasm,315,81,234(74.29%),,45,22,23(51.11%),,270(x),44(x),226(83.70%),,45(cx),37(cx),8(17.78%),,1.218775987625122,31.6328125
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.3D1_.1D2_8.qasm,315,70,245(77.78%),,45,22,23(51.11%),,270(x),38(x),232(85.93%),,45(cx),32(cx),13(28.89%),,1.1400485038757324,31.59765625
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.3D1_.1D2_9.qasm,315,72,243(77.14%),,45,19,26(57.78%),,270(x),36(x),234(86.67%),,45(cx),36(cx),9(20.00%),,1.1719989776611328,31.390625
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.3D1_.2D2_0.qasm,360,121,239(66.39%),,45,25,20(44.44%),,270(x),52(x),218(80.74%),,90(cx),69(cx),21(23.33%),,2.6871559619903564,32.07421875
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.3D1_.2D2_1.qasm,360,137,223(61.94%),,45,26,19(42.22%),,270(x),60(x),210(77.78%),,90(cx),77(cx),13(14.44%),,3.3909242153167725,32.12109375
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.3D1_.2D2_2.qasm,360,132,228(63.33%),,45,22,23(51.11%),,270(x),60(x),210(77.78%),,90(cx),72(cx),18(20.00%),,2.96897554397583,32.33984375
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.3D1_.2D2_3.qasm,360,145,215(59.72%),,45,28,17(37.78%),,270(x),66(x),204(75.56%),,90(cx),79(cx),11(12.22%),,2.0306951999664307,32.13671875
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.3D1_.2D2_4.qasm,360,140,220(61.11%),,45,28,17(37.78%),,270(x),64(x),206(76.30%),,90(cx),76(cx),14(15.56%),,2.704174518585205,32.31640625
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.3D1_.2D2_5.qasm,360,135,225(62.50%),,45,26,19(42.22%),,270(x),60(x),210(77.78%),,90(cx),75(cx),15(16.67%),,2.7805562019348145,32.12109375
