Filename,Size(number of gates),,,,Depth,,,,SQGs,,,,MQGs,,,,Total Time
,before,after,reduce,,before,after,reduce,,before,after,reduce,,before,after,reduce,,
E:\github\pm\qcpm-master\benchmark\circuit\0410184_169.qasm,211,211,0(-),,104,104,0(-),,"107(tdg,x,h,t)","107(tdg,x,h,t)",0(-),,104(cx),104(cx),0(-),,0.005995035171508789
E:\github\pm\qcpm-master\benchmark\circuit\3_17_13.qasm,36,36,0(-),,22,22,0(-),,"19(t,tdg,h,x)","19(t,tdg,h,x)",0(-),,17(cx),17(cx),0(-),,0.0029981136322021484
E:\github\pm\qcpm-master\benchmark\circuit\4gt10-v1_81.qasm,148,148,0(-),,84,84,0(-),,"82(t,tdg,h,x)","82(t,tdg,h,x)",0(-),,66(cx),66(cx),0(-),,0.005011320114135742
E:\github\pm\qcpm-master\benchmark\circuit\4gt11_82.qasm,27,29,-2(-7.41%),,20,20,0(-),,"9(tdg,h,t)","9(tdg,h,t)",0(-),,18(cx),20(cx),-2(-11.11%),,0.0030257701873779297
E:\github\pm\qcpm-master\benchmark\circuit\4gt11_83.qasm,23,25,-2(-8.70%),,16,16,0(-),,"9(tdg,h,t)","9(tdg,h,t)",0(-),,14(cx),16(cx),-2(-14.29%),,0.0039937496185302734
E:\github\pm\qcpm-master\benchmark\circuit\4gt11_84.qasm,18,18,0(-),,11,11,0(-),,"9(tdg,h,t)","9(tdg,h,t)",0(-),,9(cx),9(cx),0(-),,0.002012014389038086
E:\github\pm\qcpm-master\benchmark\circuit\4gt12-v0_86.qasm,251,253,-2(-0.80%),,135,137,-2(-1.48%),,"135(tdg,h,t)","135(tdg,h,t)",0(-),,116(cx),118(cx),-2(-1.72%),,0.007995843887329102
E:\github\pm\qcpm-master\benchmark\circuit\4gt12-v0_87.qasm,247,249,-2(-0.81%),,131,133,-2(-1.53%),,"135(tdg,h,t)","135(tdg,h,t)",0(-),,112(cx),114(cx),-2(-1.79%),,0.007000923156738281
E:\github\pm\qcpm-master\benchmark\circuit\4gt12-v0_88.qasm,194,194,0(-),,108,108,0(-),,"108(tdg,h,t)","108(tdg,h,t)",0(-),,86(cx),86(cx),0(-),,0.0060117244720458984
E:\github\pm\qcpm-master\benchmark\circuit\4gt12-v1_89.qasm,228,228,0(-),,130,130,0(-),,"128(t,tdg,h,x)","128(t,tdg,h,x)",0(-),,100(cx),100(cx),0(-),,0.005991458892822266
E:\github\pm\qcpm-master\benchmark\circuit\4gt13-v1_93.qasm,68,68,0(-),,39,39,0(-),,"38(t,tdg,h,x)","38(t,tdg,h,x)",0(-),,30(cx),30(cx),0(-),,0.003008127212524414
E:\github\pm\qcpm-master\benchmark\circuit\4gt13_90.qasm,107,109,-2(-1.87%),,65,65,0(-),,"54(tdg,h,t)","54(tdg,h,t)",0(-),,53(cx),55(cx),-2(-3.77%),,0.003998279571533203
E:\github\pm\qcpm-master\benchmark\circuit\4gt13_91.qasm,103,105,-2(-1.94%),,61,61,0(-),,"54(tdg,h,t)","54(tdg,h,t)",0(-),,49(cx),51(cx),-2(-4.08%),,0.003998279571533203
E:\github\pm\qcpm-master\benchmark\circuit\4gt13_92.qasm,66,66,0(-),,38,38,0(-),,"36(tdg,h,t)","36(tdg,h,t)",0(-),,30(cx),30(cx),0(-),,0.002997875213623047
E:\github\pm\qcpm-master\benchmark\circuit\4gt4-v0_72.qasm,258,258,0(-),,137,137,0(-),,"145(tdg,x,h,t)","145(tdg,x,h,t)",0(-),,113(cx),113(cx),0(-),,0.007006645202636719
E:\github\pm\qcpm-master\benchmark\circuit\4gt4-v0_73.qasm,395,398,-3(-0.76%),,227,228,-1(-0.44%),,"216(tdg,h,t)","216(tdg,h,t)",0(-),,179(cx),182(cx),-3(-1.68%),,0.010006189346313477
E:\github\pm\qcpm-master\benchmark\circuit\4gt4-v0_78.qasm,235,236,-1(-0.43%),,137,138,-1(-0.73%),,"126(tdg,h,t)","126(tdg,h,t)",0(-),,109(cx),110(cx),-1(-0.92%),,0.0070078372955322266
E:\github\pm\qcpm-master\benchmark\circuit\4gt4-v0_79.qasm,231,232,-1(-0.43%),,132,133,-1(-0.76%),,"126(tdg,h,t)","126(tdg,h,t)",0(-),,105(cx),106(cx),-1(-0.95%),,0.006989240646362305
E:\github\pm\qcpm-master\benchmark\circuit\4gt4-v0_80.qasm,179,179,0(-),,101,101,0(-),,"100(tdg,x,h,t)","100(tdg,x,h,t)",0(-),,79(cx),79(cx),0(-),,0.0050013065338134766
E:\github\pm\qcpm-master\benchmark\circuit\4gt4-v1_74.qasm,273,273,0(-),,154,154,0(-),,"154(t,tdg,h,x)","154(t,tdg,h,x)",0(-),,119(cx),119(cx),0(-),,0.0069806575775146484
E:\github\pm\qcpm-master\benchmark\circuit\4gt5_75.qasm,83,83,0(-),,47,47,0(-),,"45(tdg,h,t)","45(tdg,h,t)",0(-),,38(cx),38(cx),0(-),,0.003999948501586914
E:\github\pm\qcpm-master\benchmark\circuit\4gt5_76.qasm,91,94,-3(-3.30%),,56,57,-1(-1.79%),,"45(tdg,h,t)","45(tdg,h,t)",0(-),,46(cx),49(cx),-3(-6.52%),,0.0040128231048583984
E:\github\pm\qcpm-master\benchmark\circuit\4gt5_77.qasm,131,131,0(-),,74,74,0(-),,"73(t,tdg,h,x)","73(t,tdg,h,x)",0(-),,58(cx),58(cx),0(-),,0.004007816314697266
E:\github\pm\qcpm-master\benchmark\circuit\4mod5-bdd_287.qasm,70,71,-1(-1.43%),,41,40,1(2.44%),,"39(t,tdg,h,x)","39(t,tdg,h,x)",0(-),,31(cx),32(cx),-1(-3.23%),,0.003008604049682617
E:\github\pm\qcpm-master\benchmark\circuit\4mod5-v0_18.qasm,69,69,0(-),,40,40,0(-),,"38(t,tdg,h,x)","38(t,tdg,h,x)",0(-),,31(cx),31(cx),0(-),,0.0029981136322021484
E:\github\pm\qcpm-master\benchmark\circuit\4mod5-v0_19.qasm,35,35,0(-),,21,21,0(-),,"19(t,tdg,h,x)","19(t,tdg,h,x)",0(-),,16(cx),16(cx),0(-),,0.003008604049682617
E:\github\pm\qcpm-master\benchmark\circuit\4mod5-v0_20.qasm,20,20,0(-),,12,12,0(-),,"10(t,tdg,h,x)","10(t,tdg,h,x)",0(-),,10(cx),10(cx),0(-),,0.002998828887939453
E:\github\pm\qcpm-master\benchmark\circuit\4mod5-v1_22.qasm,21,21,0(-),,12,12,0(-),,"10(t,tdg,h,x)","10(t,tdg,h,x)",0(-),,11(cx),11(cx),0(-),,0.0019927024841308594
E:\github\pm\qcpm-master\benchmark\circuit\4mod5-v1_23.qasm,69,70,-1(-1.45%),,41,42,-1(-2.44%),,"37(t,tdg,h,x)","37(t,tdg,h,x)",0(-),,32(cx),33(cx),-1(-3.12%),,0.003997802734375
E:\github\pm\qcpm-master\benchmark\circuit\4mod5-v1_24.qasm,36,36,0(-),,21,21,0(-),,"20(t,tdg,h,x)","20(t,tdg,h,x)",0(-),,16(cx),16(cx),0(-),,0.002012014389038086
E:\github\pm\qcpm-master\benchmark\circuit\4mod7-v0_94.qasm,162,162,0(-),,92,92,0(-),,"90(tdg,h,t)","90(tdg,h,t)",0(-),,72(cx),72(cx),0(-),,0.0050084590911865234
E:\github\pm\qcpm-master\benchmark\circuit\4mod7-v1_96.qasm,164,164,0(-),,94,94,0(-),,"92(t,tdg,h,x)","92(t,tdg,h,x)",0(-),,72(cx),72(cx),0(-),,0.00499725341796875
