Filename,Size(number of gates),,,,Depth,,,,SQGs,,,,MQGs,,,,Total Time
E:\github\pm\qcpm-master\benchmark\circuit\4_49_16.qasm,217,218,-1(-0.46%),,125,126,-1(-0.80%),,"118(tdg,x,h,t)","118(tdg,x,h,t)",0(-),,99(cx),100(cx),-1(-1.01%),,0.005995988845825195
E:\github\pm\qcpm-master\benchmark\circuit\9symml_195.qasm,34881,34881,0(-),,19235,19235,0(-),,"19649(tdg,x,h,t)","19649(tdg,x,h,t)",0(-),,15232(cx),15232(cx),0(-),,0.6941914558410645
E:\github\pm\qcpm-master\benchmark\circuit\adr4_197.qasm,3439,3439,0(-),,1839,1839,0(-),,"1941(tdg,x,h,t)","1941(tdg,x,h,t)",0(-),,1498(cx),1498(cx),0(-),,0.07395672798156738
E:\github\pm\qcpm-master\benchmark\circuit\aj-e11_165.qasm,151,151,0(-),,86,86,0(-),,"82(tdg,x,h,t)","82(tdg,x,h,t)",0(-),,69(cx),69(cx),0(-),,0.005978584289550781
E:\github\pm\qcpm-master\benchmark\circuit\alu-bdd_288.qasm,84,84,0(-),,48,48,0(-),,"46(tdg,x,h,t)","46(tdg,x,h,t)",0(-),,38(cx),38(cx),0(-),,0.003996610641479492
E:\github\pm\qcpm-master\benchmark\circuit\alu-v0_26.qasm,84,84,0(-),,49,49,0(-),,"46(tdg,x,h,t)","46(tdg,x,h,t)",0(-),,38(cx),38(cx),0(-),,0.003997325897216797
E:\github\pm\qcpm-master\benchmark\circuit\alu-v0_27.qasm,36,36,0(-),,21,21,0(-),,"19(tdg,x,h,t)","19(tdg,x,h,t)",0(-),,17(cx),17(cx),0(-),,0.0019991397857666016
E:\github\pm\qcpm-master\benchmark\circuit\alu-v1_28.qasm,37,37,0(-),,22,22,0(-),,"19(tdg,x,h,t)","19(tdg,x,h,t)",0(-),,18(cx),18(cx),0(-),,0.0029985904693603516
E:\github\pm\qcpm-master\benchmark\circuit\alu-v1_29.qasm,37,37,0(-),,22,22,0(-),,"20(t,tdg,h,x)","20(t,tdg,h,x)",0(-),,17(cx),17(cx),0(-),,0.0019922256469726562
E:\github\pm\qcpm-master\benchmark\circuit\alu-v2_30.qasm,504,504,0(-),,285,285,0(-),,"281(t,tdg,h,x)","281(t,tdg,h,x)",0(-),,223(cx),223(cx),0(-),,0.01199650764465332
E:\github\pm\qcpm-master\benchmark\circuit\alu-v2_31.qasm,451,451,0(-),,255,255,0(-),,"253(tdg,x,h,t)","253(tdg,x,h,t)",0(-),,198(cx),198(cx),0(-),,0.010965347290039062
E:\github\pm\qcpm-master\benchmark\circuit\alu-v2_32.qasm,163,163,0(-),,92,92,0(-),,"91(tdg,x,h,t)","91(tdg,x,h,t)",0(-),,72(cx),72(cx),0(-),,0.0059967041015625
E:\github\pm\qcpm-master\benchmark\circuit\alu-v2_33.qasm,37,37,0(-),,22,22,0(-),,"20(t,tdg,h,x)","20(t,tdg,h,x)",0(-),,17(cx),17(cx),0(-),,0.0019989013671875
E:\github\pm\qcpm-master\benchmark\circuit\alu-v3_34.qasm,52,52,0(-),,30,30,0(-),,"28(tdg,x,h,t)","28(tdg,x,h,t)",0(-),,24(cx),24(cx),0(-),,0.0029981136322021484
E:\github\pm\qcpm-master\benchmark\circuit\alu-v3_35.qasm,37,37,0(-),,22,22,0(-),,"19(t,tdg,h,x)","19(t,tdg,h,x)",0(-),,18(cx),18(cx),0(-),,0.0029990673065185547
E:\github\pm\qcpm-master\benchmark\circuit\alu-v4_36.qasm,115,115,0(-),,66,66,0(-),,"64(tdg,x,h,t)","64(tdg,x,h,t)",0(-),,51(cx),51(cx),0(-),,0.003997325897216797
E:\github\pm\qcpm-master\benchmark\circuit\alu-v4_37.qasm,37,37,0(-),,22,22,0(-),,"19(t,tdg,h,x)","19(t,tdg,h,x)",0(-),,18(cx),18(cx),0(-),,0.0019986629486083984
E:\github\pm\qcpm-master\benchmark\circuit\C17_204.qasm,467,467,0(-),,253,253,0(-),,"262(tdg,x,h,t)","262(tdg,x,h,t)",0(-),,205(cx),205(cx),0(-),,0.010993480682373047
E:\github\pm\qcpm-master\benchmark\circuit\clip_206.qasm,33827,33827,0(-),,17879,17879,0(-),,"19055(t,tdg,h,x)","19055(t,tdg,h,x)",0(-),,14772(cx),14772(cx),0(-),,0.6717386245727539
E:\github\pm\qcpm-master\benchmark\circuit\cm152a_212.qasm,1221,1221,0(-),,684,684,0(-),,"689(tdg,x,h,t)","689(tdg,x,h,t)",0(-),,532(cx),532(cx),0(-),,0.0319676399230957
E:\github\pm\qcpm-master\benchmark\circuit\cm42a_207.qasm,1776,1776,0(-),,940,940,0(-),,"1005(t,tdg,h,x)","1005(t,tdg,h,x)",0(-),,771(cx),771(cx),0(-),,0.03699374198913574
E:\github\pm\qcpm-master\benchmark\circuit\cm82a_208.qasm,650,651,-1(-0.15%),,337,339,-2(-0.59%),,"367(tdg,x,h,t)","367(tdg,x,h,t)",0(-),,283(cx),284(cx),-1(-0.35%),,0.013949155807495117
E:\github\pm\qcpm-master\benchmark\circuit\cm85a_209.qasm,11414,11414,0(-),,6374,6374,0(-),,"6428(tdg,x,h,t)","6428(tdg,x,h,t)",0(-),,4986(cx),4986(cx),0(-),,0.2248692512512207
E:\github\pm\qcpm-master\benchmark\circuit\cnt3-5_179.qasm,175,175,0(-),,61,61,0(-),,"90(tdg,h,t)","90(tdg,h,t)",0(-),,85(cx),85(cx),0(-),,0.006972074508666992
E:\github\pm\qcpm-master\benchmark\circuit\cnt3-5_180.qasm,485,485,0(-),,209,209,0(-),,"270(tdg,h,t)","270(tdg,h,t)",0(-),,215(cx),215(cx),0(-),,0.010994672775268555
E:\github\pm\qcpm-master\benchmark\circuit\co14_215.qasm,17936,17936,0(-),,8570,8570,0(-),,"10096(t,tdg,h,x)","10096(t,tdg,h,x)",0(-),,7840(cx),7840(cx),0(-),,0.3478114604949951
E:\github\pm\qcpm-master\benchmark\circuit\con1_216.qasm,954,955,-1(-0.10%),,508,509,-1(-0.20%),,"539(tdg,x,h,t)","539(tdg,x,h,t)",0(-),,415(cx),416(cx),-1(-0.24%),,0.023985624313354492
E:\github\pm\qcpm-master\benchmark\circuit\cycle10_2_110.qasm,6050,6050,0(-),,3386,3386,0(-),,"3402(tdg,h,t)","3402(tdg,h,t)",0(-),,2648(cx),2648(cx),0(-),,0.1279304027557373
E:\github\pm\qcpm-master\benchmark\circuit\dc1_220.qasm,1914,1914,0(-),,1038,1038,0(-),,"1081(t,tdg,h,x)","1081(t,tdg,h,x)",0(-),,833(cx),833(cx),0(-),,0.03993654251098633
E:\github\pm\qcpm-master\benchmark\circuit\dc2_222.qasm,9462,9462,0(-),,5242,5242,0(-),,"5331(t,tdg,h,x)","5331(t,tdg,h,x)",0(-),,4131(cx),4131(cx),0(-),,0.19057106971740723
E:\github\pm\qcpm-master\benchmark\circuit\decod24-bdd_294.qasm,73,73,0(-),,40,40,0(-),,"41(t,tdg,h,x)","41(t,tdg,h,x)",0(-),,32(cx),32(cx),0(-),,0.004944562911987305
E:\github\pm\qcpm-master\benchmark\circuit\decod24-enable_126.qasm,338,338,0(-),,190,190,0(-),,"189(tdg,h,t)","189(tdg,h,t)",0(-),,149(cx),149(cx),0(-),,0.008994102478027344
E:\github\pm\qcpm-master\benchmark\circuit\decod24-v0_38.qasm,51,51,0(-),,30,30,0(-),,"28(tdg,x,h,t)","28(tdg,x,h,t)",0(-),,23(cx),23(cx),0(-),,0.002966165542602539
E:\github\pm\qcpm-master\benchmark\circuit\decod24-v1_41.qasm,85,85,0(-),,50,50,0(-),,"47(t,tdg,h,x)","47(t,tdg,h,x)",0(-),,38(cx),38(cx),0(-),,0.0029969215393066406
E:\github\pm\qcpm-master\benchmark\circuit\decod24-v2_43.qasm,52,52,0(-),,30,30,0(-),,"30(t,tdg,h,x)","30(t,tdg,h,x)",0(-),,22(cx),22(cx),0(-),,0.0029990673065185547
E:\github\pm\qcpm-master\benchmark\circuit\decod24-v3_45.qasm,150,150,0(-),,84,84,0(-),,"86(t,tdg,h,x)","86(t,tdg,h,x)",0(-),,64(cx),64(cx),0(-),,0.003992319107055664
E:\github\pm\qcpm-master\benchmark\circuit\dist_223.qasm,38046,38046,0(-),,19694,19694,0(-),,"21422(tdg,x,h,t)","21422(tdg,x,h,t)",0(-),,16624(cx),16624(cx),0(-),,0.7450604438781738
E:\github\pm\qcpm-master\benchmark\circuit\ex-1_166.qasm,19,19,0(-),,12,12,0(-),,"10(tdg,x,h,t)","10(tdg,x,h,t)",0(-),,9(cx),9(cx),0(-),,0.007981538772583008
E:\github\pm\qcpm-master\benchmark\circuit\ex1_226.qasm,7,8,-1(-14.29%),,5,5,0(-),,2(x),2(x),0(-),,5(cx),6(cx),-1(-20.00%),,0.0019986629486083984
E:\github\pm\qcpm-master\benchmark\circuit\ex2_227.qasm,631,631,0(-),,355,355,0(-),,"356(tdg,x,h,t)","356(tdg,x,h,t)",0(-),,275(cx),275(cx),0(-),,0.0139923095703125
E:\github\pm\qcpm-master\benchmark\circuit\ex3_229.qasm,403,403,0(-),,226,226,0(-),,"228(tdg,x,h,t)","228(tdg,x,h,t)",0(-),,175(cx),175(cx),0(-),,0.008994340896606445
E:\github\pm\qcpm-master\benchmark\circuit\f2_232.qasm,1206,1206,0(-),,668,668,0(-),,"681(t,tdg,h,x)","681(t,tdg,h,x)",0(-),,525(cx),525(cx),0(-),,0.024999380111694336
E:\github\pm\qcpm-master\benchmark\circuit\graycode6_47.qasm,5,5,0(-),,5,5,0(-),,0(),0(),0(-),,5(cx),5(cx),0(-),,0.0020258426666259766
E:\github\pm\qcpm-master\benchmark\circuit\ground_state_estimation_10.qasm,390180,390180,0(-),,245614,245614,0(-),,"235971(s,h,rz,x,z)","235971(s,h,rz,x,z)",0(-),,154209(cx),154209(cx),0(-),,9.172449588775635
E:\github\pm\qcpm-master\benchmark\circuit\ham15_107.qasm,8763,8764,-1(-0.01%),,4819,4818,1(0.02%),,"4905(tdg,h,t)","4905(tdg,h,t)",0(-),,3858(cx),3859(cx),-1(-0.03%),,0.24685955047607422
E:\github\pm\qcpm-master\benchmark\circuit\ham3_102.qasm,20,21,-1(-5.00%),,13,14,-1(-7.69%),,"9(tdg,h,t)","9(tdg,h,t)",0(-),,11(cx),12(cx),-1(-9.09%),,0.003998517990112305
E:\github\pm\qcpm-master\benchmark\circuit\ham7_104.qasm,320,321,-1(-0.31%),,185,186,-1(-0.54%),,"171(tdg,h,t)","171(tdg,h,t)",0(-),,149(cx),150(cx),-1(-0.67%),,0.008994340896606445
E:\github\pm\qcpm-master\benchmark\circuit\hwb4_49.qasm,233,234,-1(-0.43%),,134,136,-2(-1.49%),,"126(tdg,h,t)","126(tdg,h,t)",0(-),,107(cx),108(cx),-1(-0.93%),,0.005995988845825195
E:\github\pm\qcpm-master\benchmark\circuit\hwb5_53.qasm,1336,1338,-2(-0.15%),,758,760,-2(-0.26%),,"738(tdg,h,t)","738(tdg,h,t)",0(-),,598(cx),600(cx),-2(-0.33%),,0.029982566833496094
E:\github\pm\qcpm-master\benchmark\circuit\hwb6_56.qasm,6723,6724,-1(-0.01%),,3736,3737,-1(-0.03%),,"3771(tdg,h,t)","3771(tdg,h,t)",0(-),,2952(cx),2953(cx),-1(-0.03%),,0.1449294090270996
E:\github\pm\qcpm-master\benchmark\circuit\hwb7_59.qasm,24379,24381,-2(-0.01%),,13437,13441,-4(-0.03%),,"13698(tdg,h,t)","13698(tdg,h,t)",0(-),,10681(cx),10683(cx),-2(-0.02%),,0.48967719078063965
E:\github\pm\qcpm-master\benchmark\circuit\hwb8_113.qasm,69380,69381,-1(-0.00%),,38717,38718,-1(-0.00%),,"39008(tdg,x,h,t)","39008(tdg,x,h,t)",0(-),,30372(cx),30373(cx),-1(-0.00%),,1.3892111778259277
E:\github\pm\qcpm-master\benchmark\circuit\hwb9_119.qasm,207775,207775,0(-),,116199,116199,0(-),,"116820(tdg,h,t)","116820(tdg,h,t)",0(-),,90955(cx),90955(cx),0(-),,4.541851282119751
E:\github\pm\qcpm-master\benchmark\circuit\inc_237.qasm,10619,10619,0(-),,5863,5863,0(-),,"5983(t,tdg,h,x)","5983(t,tdg,h,x)",0(-),,4636(cx),4636(cx),0(-),,0.26029443740844727
E:\github\pm\qcpm-master\benchmark\circuit\ising_model_10.qasm,480,480,0(-),,70,70,0(-),,"390(rz,h)","390(rz,h)",0(-),,90(cx),90(cx),0(-),,0.01099395751953125
E:\github\pm\qcpm-master\benchmark\circuit\ising_model_13.qasm,633,633,0(-),,71,71,0(-),,"513(rz,h)","513(rz,h)",0(-),,120(cx),120(cx),0(-),,0.01399087905883789
E:\github\pm\qcpm-master\benchmark\circuit\ising_model_16.qasm,786,786,0(-),,71,71,0(-),,"636(rz,h)","636(rz,h)",0(-),,150(cx),150(cx),0(-),,0.015990495681762695
E:\github\pm\qcpm-master\benchmark\circuit\life_238.qasm,22445,22445,0(-),,12511,12511,0(-),,"12645(t,tdg,h,x)","12645(t,tdg,h,x)",0(-),,9800(cx),9800(cx),0(-),,0.4437568187713623
E:\github\pm\qcpm-master\benchmark\circuit\majority_239.qasm,612,612,0(-),,344,344,0(-),,"345(t,tdg,h,x)","345(t,tdg,h,x)",0(-),,267(cx),267(cx),0(-),,0.017988204956054688
E:\github\pm\qcpm-master\benchmark\circuit\max46_240.qasm,27126,27126,0(-),,14257,14257,0(-),,"15282(t,tdg,h,x)","15282(t,tdg,h,x)",0(-),,11844(cx),11844(cx),0(-),,0.523698091506958
E:\github\pm\qcpm-master\benchmark\circuit\miller_11.qasm,50,50,0(-),,29,29,0(-),,"27(tdg,h,t)","27(tdg,h,t)",0(-),,23(cx),23(cx),0(-),,0.007000446319580078
E:\github\pm\qcpm-master\benchmark\circuit\mini-alu_167.qasm,288,288,0(-),,162,162,0(-),,"162(tdg,h,t)","162(tdg,h,t)",0(-),,126(cx),126(cx),0(-),,0.007977485656738281
E:\github\pm\qcpm-master\benchmark\circuit\mini_alu_305.qasm,173,175,-2(-1.16%),,69,70,-1(-1.45%),,"96(t,tdg,h,x)","96(t,tdg,h,x)",0(-),,77(cx),79(cx),-2(-2.60%),,0.0050165653228759766
E:\github\pm\qcpm-master\benchmark\circuit\misex1_241.qasm,4813,4813,0(-),,2676,2676,0(-),,"2713(t,tdg,h,x)","2713(t,tdg,h,x)",0(-),,2100(cx),2100(cx),0(-),,0.09394049644470215
E:\github\pm\qcpm-master\benchmark\circuit\mlp4_245.qasm,18852,18852,0(-),,10328,10328,0(-),,"10620(tdg,x,h,t)","10620(tdg,x,h,t)",0(-),,8232(cx),8232(cx),0(-),,0.378767728805542
E:\github\pm\qcpm-master\benchmark\circuit\mod10_171.qasm,244,244,0(-),,139,139,0(-),,"136(tdg,x,h,t)","136(tdg,x,h,t)",0(-),,108(cx),108(cx),0(-),,0.009007692337036133
E:\github\pm\qcpm-master\benchmark\circuit\mod10_176.qasm,178,178,0(-),,101,101,0(-),,"100(tdg,x,h,t)","100(tdg,x,h,t)",0(-),,78(cx),78(cx),0(-),,0.0059773921966552734
E:\github\pm\qcpm-master\benchmark\circuit\mod5adder_127.qasm,555,555,0(-),,302,302,0(-),,"316(t,tdg,h,x)","316(t,tdg,h,x)",0(-),,239(cx),239(cx),0(-),,0.013004541397094727
E:\github\pm\qcpm-master\benchmark\circuit\mod5d1_63.qasm,22,23,-1(-4.55%),,13,15,-2(-15.38%),,"9(tdg,h,t)","9(tdg,h,t)",0(-),,13(cx),14(cx),-1(-7.69%),,0.0020122528076171875
E:\github\pm\qcpm-master\benchmark\circuit\mod5d2_64.qasm,53,53,0(-),,32,32,0(-),,"28(tdg,x,h,t)","28(tdg,x,h,t)",0(-),,25(cx),25(cx),0(-),,0.0030014514923095703
E:\github\pm\qcpm-master\benchmark\circuit\mod5mils_65.qasm,35,35,0(-),,21,21,0(-),,"19(t,tdg,h,x)","19(t,tdg,h,x)",0(-),,16(cx),16(cx),0(-),,0.003016233444213867
E:\github\pm\qcpm-master\benchmark\circuit\mod8-10_177.qasm,440,440,0(-),,251,251,0(-),,"244(tdg,x,h,t)","244(tdg,x,h,t)",0(-),,196(cx),196(cx),0(-),,0.010992765426635742
E:\github\pm\qcpm-master\benchmark\circuit\mod8-10_178.qasm,342,342,0(-),,193,193,0(-),,"190(tdg,x,h,t)","190(tdg,x,h,t)",0(-),,152(cx),152(cx),0(-),,0.008008241653442383
E:\github\pm\qcpm-master\benchmark\circuit\one-two-three-v0_97.qasm,290,290,0(-),,163,163,0(-),,"162(tdg,h,t)","162(tdg,h,t)",0(-),,128(cx),128(cx),0(-),,0.00700068473815918
E:\github\pm\qcpm-master\benchmark\circuit\one-two-three-v0_98.qasm,146,146,0(-),,82,82,0(-),,"81(tdg,h,t)","81(tdg,h,t)",0(-),,65(cx),65(cx),0(-),,0.005013942718505859
E:\github\pm\qcpm-master\benchmark\circuit\one-two-three-v1_99.qasm,132,132,0(-),,76,76,0(-),,"73(t,tdg,h,x)","73(t,tdg,h,x)",0(-),,59(cx),59(cx),0(-),,0.004979848861694336
E:\github\pm\qcpm-master\benchmark\circuit\one-two-three-v2_100.qasm,69,69,0(-),,40,40,0(-),,"37(t,tdg,h,x)","37(t,tdg,h,x)",0(-),,32(cx),32(cx),0(-),,0.0039975643157958984
E:\github\pm\qcpm-master\benchmark\circuit\one-two-three-v3_101.qasm,70,70,0(-),,40,40,0(-),,"38(t,tdg,h,x)","38(t,tdg,h,x)",0(-),,32(cx),32(cx),0(-),,0.003001689910888672
E:\github\pm\qcpm-master\benchmark\circuit\plus63mod4096_163.qasm,128744,128744,0(-),,72246,72246,0(-),,"72415(tdg,x,h,t)","72415(tdg,x,h,t)",0(-),,56329(cx),56329(cx),0(-),,2.6550421714782715
E:\github\pm\qcpm-master\benchmark\circuit\plus63mod8192_164.qasm,187112,187112,0(-),,105142,105142,0(-),,"105247(tdg,x,h,t)","105247(tdg,x,h,t)",0(-),,81865(cx),81865(cx),0(-),,4.200189828872681
E:\github\pm\qcpm-master\benchmark\circuit\pm1_249.qasm,1776,1776,0(-),,940,940,0(-),,"1005(t,tdg,h,x)","1005(t,tdg,h,x)",0(-),,771(cx),771(cx),0(-),,0.07395792007446289
E:\github\pm\qcpm-master\benchmark\circuit\qft_10.qasm,200,200,0(-),,63,63,0(-),,"110(rz,h)","110(rz,h)",0(-),,90(cx),90(cx),0(-),,0.004998445510864258
E:\github\pm\qcpm-master\benchmark\circuit\qft_16.qasm,512,512,0(-),,105,105,0(-),,"272(rz,h)","272(rz,h)",0(-),,240(cx),240(cx),0(-),,0.010983467102050781
E:\github\pm\qcpm-master\benchmark\circuit\radd_250.qasm,3213,3213,0(-),,1781,1781,0(-),,"1808(tdg,x,h,t)","1808(tdg,x,h,t)",0(-),,1405(cx),1405(cx),0(-),,0.06197667121887207
E:\github\pm\qcpm-master\benchmark\circuit\rd32-v0_66.qasm,34,34,0(-),,20,20,0(-),,"18(tdg,h,t)","18(tdg,h,t)",0(-),,16(cx),16(cx),0(-),,0.0029859542846679688
E:\github\pm\qcpm-master\benchmark\circuit\rd32-v1_68.qasm,36,36,0(-),,21,21,0(-),,"20(t,tdg,h,x)","20(t,tdg,h,x)",0(-),,16(cx),16(cx),0(-),,0.0020062923431396484
E:\github\pm\qcpm-master\benchmark\circuit\rd32_270.qasm,84,84,0(-),,47,47,0(-),,"48(tdg,x,h,t)","48(tdg,x,h,t)",0(-),,36(cx),36(cx),0(-),,0.002984285354614258
E:\github\pm\qcpm-master\benchmark\circuit\rd53_130.qasm,1043,1043,0(-),,569,569,0(-),,"595(t,tdg,h,x)","595(t,tdg,h,x)",0(-),,448(cx),448(cx),0(-),,0.021965742111206055
E:\github\pm\qcpm-master\benchmark\circuit\rd53_131.qasm,469,469,0(-),,261,261,0(-),,"269(tdg,x,h,t)","269(tdg,x,h,t)",0(-),,200(cx),200(cx),0(-),,0.011985301971435547
E:\github\pm\qcpm-master\benchmark\circuit\rd53_133.qasm,580,580,0(-),,327,327,0(-),,"324(tdg,h,t)","324(tdg,h,t)",0(-),,256(cx),256(cx),0(-),,0.012973785400390625
E:\github\pm\qcpm-master\benchmark\circuit\rd53_135.qasm,296,296,0(-),,159,159,0(-),,"162(tdg,h,t)","162(tdg,h,t)",0(-),,134(cx),134(cx),0(-),,0.007995128631591797
