Filename,Size(number of gates),,,,Depth,,,,SQGs,,,,MQGs,,,,Total Time
,before,after,reduce,,before,after,reduce,,before,after,reduce,,before,after,reduce,,
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.1D2_4.qasm,135,59,76(56.30%),,45,16,29(64.44%),,90(x),26(x),64(71.11%),,45(cx),33(cx),12(26.67%),,0.8906402587890625
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.1D2_5.qasm,135,69,66(48.89%),,45,16,29(64.44%),,90(x),36(x),54(60.00%),,45(cx),33(cx),12(26.67%),,0.7344555854797363
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.1D2_6.qasm,135,68,67(49.63%),,45,17,28(62.22%),,90(x),34(x),56(62.22%),,45(cx),34(cx),11(24.44%),,0.734311580657959
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.1D2_7.qasm,135,59,76(56.30%),,45,22,23(51.11%),,90(x),26(x),64(71.11%),,45(cx),33(cx),12(26.67%),,0.8280763626098633
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.1D2_8.qasm,135,55,80(59.26%),,45,20,25(55.56%),,90(x),20(x),70(77.78%),,45(cx),35(cx),10(22.22%),,0.7344367504119873
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.1D2_9.qasm,135,58,77(57.04%),,45,16,29(64.44%),,90(x),28(x),62(68.89%),,45(cx),30(cx),15(33.33%),,0.7968430519104004
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.2D2_0.qasm,180,111,69(38.33%),,45,26,19(42.22%),,90(x),40(x),50(55.56%),,90(cx),71(cx),19(21.11%),,1.9223952293395996
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.2D2_1.qasm,180,122,58(32.22%),,45,37,8(17.78%),,90(x),42(x),48(53.33%),,90(cx),80(cx),10(11.11%),,1.9220776557922363
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.2D2_2.qasm,180,91,89(49.44%),,45,21,24(53.33%),,90(x),30(x),60(66.67%),,90(cx),61(cx),29(32.22%),,2.4835476875305176
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.2D2_3.qasm,180,105,75(41.67%),,45,19,26(57.78%),,90(x),40(x),50(55.56%),,90(cx),65(cx),25(27.78%),,1.8594896793365479
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.2D2_4.qasm,180,128,52(28.89%),,45,26,19(42.22%),,90(x),50(x),40(44.44%),,90(cx),78(cx),12(13.33%),,3.1984403133392334
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.2D2_5.qasm,180,106,74(41.11%),,45,26,19(42.22%),,90(x),36(x),54(60.00%),,90(cx),70(cx),20(22.22%),,1.9317247867584229
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.2D2_6.qasm,180,95,85(47.22%),,45,20,25(55.56%),,90(x),38(x),52(57.78%),,90(cx),57(cx),33(36.67%),,2.1992454528808594
