Filename,Size(number of gates),,,,Depth,,,,SQGs,,,,MQGs,,,,Total Time
,before,after,reduce,,before,after,reduce,,before,after,reduce,,before,after,reduce,,
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.0D1_.2D2_8.qasm,90,62,28(31.11%),,45,24,21(46.67%),,0(),0(),0(-),,90(cx),62(cx),28(31.11%),,2.750025510787964,27.51171875
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.0D1_.2D2_9.qasm,90,40,50(55.56%),,45,15,30(66.67%),,0(),0(),0(-),,90(cx),40(cx),50(55.56%),,2.328108549118042,27.6796875
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.0D1_.3D2_0.qasm,135,86,49(36.30%),,45,29,16(35.56%),,0(),0(),0(-),,135(cx),86(cx),49(36.30%),,6.296910762786865,28.3828125
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.0D1_.3D2_1.qasm,135,88,47(34.81%),,45,24,21(46.67%),,0(),0(),0(-),,135(cx),88(cx),47(34.81%),,6.2811713218688965,27.80859375
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.0D1_.3D2_2.qasm,135,81,54(40.00%),,45,26,19(42.22%),,0(),0(),0(-),,135(cx),81(cx),54(40.00%),,6.406275033950806,28.09765625
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.0D1_.3D2_3.qasm,135,86,49(36.30%),,45,21,24(53.33%),,0(),0(),0(-),,135(cx),86(cx),49(36.30%),,4.937514781951904,29.83203125
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.0D1_.3D2_4.qasm,135,87,48(35.56%),,45,26,19(42.22%),,0(),0(),0(-),,135(cx),87(cx),48(35.56%),,4.937455654144287,28.1328125
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.0D1_.3D2_5.qasm,135,76,59(43.70%),,45,18,27(60.00%),,0(),0(),0(-),,135(cx),76(cx),59(43.70%),,6.6410908699035645,28.9765625
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.0D1_.3D2_6.qasm,135,84,51(37.78%),,45,24,21(46.67%),,0(),0(),0(-),,135(cx),84(cx),51(37.78%),,5.9839136600494385,28.0546875
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.0D1_.3D2_7.qasm,135,82,53(39.26%),,45,25,20(44.44%),,0(),0(),0(-),,135(cx),82(cx),53(39.26%),,4.843755722045898,28.984375
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.0D1_.3D2_8.qasm,135,80,55(40.74%),,45,20,25(55.56%),,0(),0(),0(-),,135(cx),80(cx),55(40.74%),,5.921908855438232,27.96875
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.0D1_.3D2_9.qasm,135,48,87(64.44%),,45,15,30(66.67%),,0(),0(),0(-),,135(cx),48(cx),87(64.44%),,4.610335350036621,28.35546875
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.0D1_.4D2_0.qasm,180,109,71(39.44%),,45,25,20(44.44%),,0(),0(),0(-),,180(cx),109(cx),71(39.44%),,8.984085321426392,28.85546875
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.0D1_.4D2_1.qasm,180,104,76(42.22%),,45,30,15(33.33%),,0(),0(),0(-),,180(cx),104(cx),76(42.22%),,8.594603538513184,28.9140625
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.0D1_.4D2_2.qasm,180,94,86(47.78%),,45,26,19(42.22%),,0(),0(),0(-),,180(cx),94(cx),86(47.78%),,8.139779090881348,29.48828125
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.0D1_.4D2_3.qasm,180,94,86(47.78%),,45,30,15(33.33%),,0(),0(),0(-),,180(cx),94(cx),86(47.78%),,9.718750953674316,29.50390625
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.0D1_.4D2_4.qasm,180,110,70(38.89%),,45,34,11(24.44%),,0(),0(),0(-),,180(cx),110(cx),70(38.89%),,8.953698635101318,30.3203125
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.0D1_.4D2_5.qasm,180,111,69(38.33%),,45,27,18(40.00%),,0(),0(),0(-),,180(cx),111(cx),69(38.33%),,7.030920028686523,28.69140625
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.0D1_.4D2_6.qasm,180,95,85(47.22%),,45,28,17(37.78%),,0(),0(),0(-),,180(cx),95(cx),85(47.22%),,9.79801058769226,29.16796875
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.0D1_.4D2_7.qasm,180,118,62(34.44%),,45,33,12(26.67%),,0(),0(),0(-),,180(cx),118(cx),62(34.44%),,9.373574256896973,30.2421875
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.0D1_.4D2_8.qasm,180,126,54(30.00%),,45,34,11(24.44%),,0(),0(),0(-),,180(cx),126(cx),54(30.00%),,7.59445333480835,29.27734375
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.0D1_.4D2_9.qasm,180,102,78(43.33%),,45,30,15(33.33%),,0(),0(),0(-),,180(cx),102(cx),78(43.33%),,8.686920404434204,28.53125
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.0D1_.5D2_0.qasm,225,126,99(44.00%),,45,31,14(31.11%),,0(),0(),0(-),,225(cx),126(cx),99(44.00%),,13.390585899353027,28.76171875
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.0D1_.5D2_1.qasm,225,123,102(45.33%),,45,34,11(24.44%),,0(),0(),0(-),,225(cx),123(cx),102(45.33%),,8.922570705413818,31.33984375
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.0D1_.5D2_2.qasm,225,123,102(45.33%),,45,32,13(28.89%),,0(),0(),0(-),,225(cx),123(cx),102(45.33%),,13.295572757720947,29.13671875
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.0D1_.5D2_3.qasm,225,140,85(37.78%),,45,34,11(24.44%),,0(),0(),0(-),,225(cx),140(cx),85(37.78%),,12.032464742660522,28.54296875
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.0D1_.5D2_4.qasm,225,144,81(36.00%),,45,38,7(15.56%),,0(),0(),0(-),,225(cx),144(cx),81(36.00%),,12.218542337417603,29.28515625
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.0D1_.5D2_5.qasm,225,131,94(41.78%),,45,30,15(33.33%),,0(),0(),0(-),,225(cx),131(cx),94(41.78%),,11.468378782272339,29.20703125
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.0D1_.5D2_6.qasm,225,141,84(37.33%),,45,37,8(17.78%),,0(),0(),0(-),,225(cx),141(cx),84(37.33%),,12.00127124786377,31.390625
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.0D1_.5D2_7.qasm,225,148,77(34.22%),,45,37,8(17.78%),,0(),0(),0(-),,225(cx),148(cx),77(34.22%),,12.687095403671265,31.4765625
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.0D1_.5D2_8.qasm,225,156,69(30.67%),,45,38,7(15.56%),,0(),0(),0(-),,225(cx),156(cx),69(30.67%),,12.999370098114014,29.36328125
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.0D1_.5D2_9.qasm,225,137,88(39.11%),,45,34,11(24.44%),,0(),0(),0(-),,225(cx),137(cx),88(39.11%),,14.219043970108032,31.28515625
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.0D1_.6D2_0.qasm,270,157,113(41.85%),,45,37,8(17.78%),,0(),0(),0(-),,270(cx),157(cx),113(41.85%),,14.281171560287476,29.6484375
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.0D1_.6D2_1.qasm,270,182,88(32.59%),,45,39,6(13.33%),,0(),0(),0(-),,270(cx),182(cx),88(32.59%),,19.329254150390625,28.98828125
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.0D1_.6D2_2.qasm,270,162,108(40.00%),,45,37,8(17.78%),,0(),0(),0(-),,270(cx),162(cx),108(40.00%),,14.858089208602905,31.48828125
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.0D1_.6D2_3.qasm,270,179,91(33.70%),,45,40,5(11.11%),,0(),0(),0(-),,270(cx),179(cx),91(33.70%),,19.405641794204712,31.58984375
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.0D1_.6D2_4.qasm,270,171,99(36.67%),,45,40,5(11.11%),,0(),0(),0(-),,270(cx),171(cx),99(36.67%),,15.141747951507568,31.4375
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.0D1_.6D2_5.qasm,270,158,112(41.48%),,45,35,10(22.22%),,0(),0(),0(-),,270(cx),158(cx),112(41.48%),,14.499929904937744,31.62890625
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.0D1_.6D2_6.qasm,270,147,123(45.56%),,45,38,7(15.56%),,0(),0(),0(-),,270(cx),147(cx),123(45.56%),,16.29660177230835,31.5390625
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.0D1_.6D2_7.qasm,270,165,105(38.89%),,45,40,5(11.11%),,0(),0(),0(-),,270(cx),165(cx),105(38.89%),,14.922548294067383,31.49609375
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.0D1_.6D2_8.qasm,270,153,117(43.33%),,45,37,8(17.78%),,0(),0(),0(-),,270(cx),153(cx),117(43.33%),,13.905431032180786,29.17578125
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.0D1_.6D2_9.qasm,270,180,90(33.33%),,45,40,5(11.11%),,0(),0(),0(-),,270(cx),180(cx),90(33.33%),,15.641830444335938,31.703125
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.0D1_.7D2_0.qasm,315,176,139(44.13%),,45,42,3(6.67%),,0(),0(),0(-),,315(cx),176(cx),139(44.13%),,16.46793818473816,30.34765625
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.0D1_.7D2_1.qasm,315,192,123(39.05%),,45,45,0(-),,0(),0(),0(-),,315(cx),192(cx),123(39.05%),,17.610034227371216,30.35546875
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.0D1_.7D2_2.qasm,315,181,134(42.54%),,45,44,1(2.22%),,0(),0(),0(-),,315(cx),181(cx),134(42.54%),,20.67084813117981,32.08984375
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.0D1_.7D2_3.qasm,315,191,124(39.37%),,45,45,0(-),,0(),0(),0(-),,315(cx),191(cx),124(39.37%),,21.484371185302734,31.796875
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.0D1_.7D2_4.qasm,315,183,132(41.90%),,45,37,8(17.78%),,0(),0(),0(-),,315(cx),183(cx),132(41.90%),,20.829244375228882,32.10546875
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.0D1_.7D2_5.qasm,315,187,128(40.63%),,45,40,5(11.11%),,0(),0(),0(-),,315(cx),187(cx),128(40.63%),,20.78092932701111,32.70703125
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.0D1_.7D2_6.qasm,315,208,107(33.97%),,45,43,2(4.44%),,0(),0(),0(-),,315(cx),208(cx),107(33.97%),,14.594008922576904,32.8984375
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.0D1_.7D2_7.qasm,315,178,137(43.49%),,45,37,8(17.78%),,0(),0(),0(-),,315(cx),178(cx),137(43.49%),,16.68670415878296,32.0234375
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.0D1_.7D2_8.qasm,315,185,130(41.27%),,45,38,7(15.56%),,0(),0(),0(-),,315(cx),185(cx),130(41.27%),,20.735307931900024,29.8203125
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.0D1_.7D2_9.qasm,315,177,138(43.81%),,45,37,8(17.78%),,0(),0(),0(-),,315(cx),177(cx),138(43.81%),,20.452896118164062,31.69921875
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.0D1_.8D2_0.qasm,360,220,140(38.89%),,45,45,0(-),,0(),0(),0(-),,360(cx),220(cx),140(38.89%),,24.88929533958435,32.36328125
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.0D1_.8D2_1.qasm,360,196,164(45.56%),,45,40,5(11.11%),,0(),0(),0(-),,360(cx),196(cx),164(45.56%),,19.3382785320282,32.95703125
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.0D1_.8D2_2.qasm,360,204,156(43.33%),,45,47,-2(-4.44%),,0(),0(),0(-),,360(cx),204(cx),156(43.33%),,19.77222752571106,32.859375
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.0D1_.8D2_3.qasm,360,201,159(44.17%),,45,45,0(-),,0(),0(),0(-),,360(cx),201(cx),159(44.17%),,19.640403985977173,33.37890625
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.0D1_.8D2_4.qasm,360,203,157(43.61%),,45,47,-2(-4.44%),,0(),0(),0(-),,360(cx),203(cx),157(43.61%),,23.517496347427368,33.56640625
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.0D1_.8D2_5.qasm,360,205,155(43.06%),,45,44,1(2.22%),,0(),0(),0(-),,360(cx),205(cx),155(43.06%),,19.71696138381958,32.69140625
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.0D1_.8D2_6.qasm,360,201,159(44.17%),,45,44,1(2.22%),,0(),0(),0(-),,360(cx),201(cx),159(44.17%),,19.48492956161499,32.0625
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.0D1_.8D2_7.qasm,360,197,163(45.28%),,45,43,2(4.44%),,0(),0(),0(-),,360(cx),197(cx),163(45.28%),,19.342888116836548,32.07421875
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.0D1_.8D2_8.qasm,360,202,158(43.89%),,45,46,-1(-2.22%),,0(),0(),0(-),,360(cx),202(cx),158(43.89%),,19.563944816589355,32.24609375
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.0D1_.8D2_9.qasm,360,208,152(42.22%),,45,42,3(6.67%),,0(),0(),0(-),,360(cx),208(cx),152(42.22%),,24.030290126800537,32.234375
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.1D2_0.qasm,135,68,67(49.63%),,45,25,20(44.44%),,90(x),30(x),60(66.67%),,45(cx),38(cx),7(15.56%),,0.763700008392334,30.86328125
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.1D2_1.qasm,135,81,54(40.00%),,45,21,24(53.33%),,90(x),42(x),48(53.33%),,45(cx),39(cx),6(13.33%),,1.0156795978546143,30.8125
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.1D2_2.qasm,135,55,80(59.26%),,45,18,27(60.00%),,90(x),28(x),62(68.89%),,45(cx),27(cx),18(40.00%),,0.7655446529388428,30.484375
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.1D2_3.qasm,135,60,75(55.56%),,45,22,23(51.11%),,90(x),28(x),62(68.89%),,45(cx),32(cx),13(28.89%),,0.8281221389770508,30.14453125
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.1D2_4.qasm,135,59,76(56.30%),,45,16,29(64.44%),,90(x),26(x),64(71.11%),,45(cx),33(cx),12(26.67%),,0.8906655311584473,29.8515625
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.1D2_5.qasm,135,69,66(48.89%),,45,18,27(60.00%),,90(x),36(x),54(60.00%),,45(cx),33(cx),12(26.67%),,0.9218442440032959,30.0625
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.1D2_6.qasm,135,68,67(49.63%),,45,17,28(62.22%),,90(x),34(x),56(62.22%),,45(cx),34(cx),11(24.44%),,0.7344450950622559,29.703125
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.1D2_7.qasm,135,59,76(56.30%),,45,17,28(62.22%),,90(x),26(x),64(71.11%),,45(cx),33(cx),12(26.67%),,0.8288159370422363,29.7734375
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.1D2_8.qasm,135,55,80(59.26%),,45,20,25(55.56%),,90(x),20(x),70(77.78%),,45(cx),35(cx),10(22.22%),,0.733607292175293,29.1015625
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.1D2_9.qasm,135,58,77(57.04%),,45,16,29(64.44%),,90(x),28(x),62(68.89%),,45(cx),30(cx),15(33.33%),,0.7971699237823486,29.76953125
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.2D2_0.qasm,180,112,68(37.78%),,45,26,19(42.22%),,90(x),40(x),50(55.56%),,90(cx),72(cx),18(20.00%),,1.9381740093231201,29.90234375
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.2D2_1.qasm,180,122,58(32.22%),,45,37,8(17.78%),,90(x),42(x),48(53.33%),,90(cx),80(cx),10(11.11%),,1.936537265777588,30.13671875
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.2D2_2.qasm,180,89,91(50.56%),,45,21,24(53.33%),,90(x),28(x),62(68.89%),,90(cx),61(cx),29(32.22%),,2.812833786010742,30.02734375
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.2D2_3.qasm,180,105,75(41.67%),,45,19,26(57.78%),,90(x),40(x),50(55.56%),,90(cx),65(cx),25(27.78%),,1.7812585830688477,30.19921875
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.2D2_4.qasm,180,130,50(27.78%),,45,26,19(42.22%),,90(x),52(x),38(42.22%),,90(cx),78(cx),12(13.33%),,2.578336477279663,29.96484375
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.2D2_5.qasm,180,106,74(41.11%),,45,26,19(42.22%),,90(x),36(x),54(60.00%),,90(cx),70(cx),20(22.22%),,1.9532122611999512,29.78515625
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.2D2_6.qasm,180,96,84(46.67%),,45,19,26(57.78%),,90(x),36(x),54(60.00%),,90(cx),60(cx),30(33.33%),,2.297009229660034,30.20703125
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.2D2_7.qasm,180,109,71(39.44%),,45,28,17(37.78%),,90(x),44(x),46(51.11%),,90(cx),65(cx),25(27.78%),,1.672065258026123,30.0546875
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.2D2_8.qasm,180,104,76(42.22%),,45,21,24(53.33%),,90(x),36(x),54(60.00%),,90(cx),68(cx),22(24.44%),,2.8743319511413574,29.453125
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.2D2_9.qasm,180,102,78(43.33%),,45,26,19(42.22%),,90(x),30(x),60(66.67%),,90(cx),72(cx),18(20.00%),,1.9841015338897705,29.96875
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.3D2_0.qasm,225,147,78(34.67%),,45,30,15(33.33%),,90(x),46(x),44(48.89%),,135(cx),101(cx),34(25.19%),,3.328572988510132,30.2109375
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.3D2_1.qasm,225,144,81(36.00%),,45,28,17(37.78%),,90(x),42(x),48(53.33%),,135(cx),102(cx),33(24.44%),,4.313323497772217,30.18359375
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.3D2_2.qasm,225,149,76(33.78%),,45,30,15(33.33%),,90(x),48(x),42(46.67%),,135(cx),101(cx),34(25.19%),,3.1394362449645996,30.12890625
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.3D2_3.qasm,225,149,76(33.78%),,45,28,17(37.78%),,90(x),50(x),40(44.44%),,135(cx),99(cx),36(26.67%),,3.124887466430664,29.9921875
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.3D2_4.qasm,225,160,65(28.89%),,45,29,16(35.56%),,90(x),48(x),42(46.67%),,135(cx),112(cx),23(17.04%),,3.563302993774414,30.1484375
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.3D2_5.qasm,225,150,75(33.33%),,45,29,16(35.56%),,90(x),46(x),44(48.89%),,135(cx),104(cx),31(22.96%),,3.1723806858062744,30.0703125
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.3D2_6.qasm,225,130,95(42.22%),,45,28,17(37.78%),,90(x),38(x),52(57.78%),,135(cx),92(cx),43(31.85%),,4.953493118286133,30.046875
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.3D2_7.qasm,225,154,71(31.56%),,45,31,14(31.11%),,90(x),56(x),34(37.78%),,135(cx),98(cx),37(27.41%),,4.561270236968994,30.0546875
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.3D2_8.qasm,225,136,89(39.56%),,45,29,16(35.56%),,90(x),40(x),50(55.56%),,135(cx),96(cx),39(28.89%),,5.0940704345703125,30.1640625
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.3D2_9.qasm,225,146,79(35.11%),,45,30,15(33.33%),,90(x),44(x),46(51.11%),,135(cx),102(cx),33(24.44%),,4.108757257461548,30.04296875
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.4D2_0.qasm,270,163,107(39.63%),,45,34,11(24.44%),,90(x),48(x),42(46.67%),,180(cx),115(cx),65(36.11%),,5.297335386276245,30.05078125
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.4D2_1.qasm,270,193,77(28.52%),,45,39,6(13.33%),,90(x),52(x),38(42.22%),,180(cx),141(cx),39(21.67%),,4.859625816345215,29.8828125
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.4D2_2.qasm,270,179,91(33.70%),,45,34,11(24.44%),,90(x),56(x),34(37.78%),,180(cx),123(cx),57(31.67%),,4.202493906021118,30.09375
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.4D2_3.qasm,270,171,99(36.67%),,45,33,12(26.67%),,90(x),42(x),48(53.33%),,180(cx),129(cx),51(28.33%),,6.656935214996338,30.63671875
E:\github\pm\qcpm-master\benchmark\BIGD\20QBT_45CYC_.1D1_.4D2_4.qasm,270,176,94(34.81%),,45,32,13(28.89%),,90(x),54(x),36(40.00%),,180(cx),122(cx),58(32.22%),,4.405398845672607,29.92578125
