Filename,Size(number of gates),,,,Depth,,,,SQGs,,,,MQGs,,,,Total Time
,before,after,reduce,,before,after,reduce,,before,after,reduce,,before,after,reduce,,
./benchmark/BIGD/20QBT_45CYC_.0D1_.1D2_0.qasm,45,23,22(48.89%),,45,15,30(66.67%),,0(),0(),0(-),,45(cx),23(cx),22(48.89%),,0.07658028602600098,47.55859375
./benchmark/BIGD/20QBT_45CYC_.0D1_.1D2_1.qasm,45,26,19(42.22%),,45,22,23(51.11%),,0(),0(),0(-),,45(cx),26(cx),19(42.22%),,0.1375739574432373,47.81640625
./benchmark/BIGD/20QBT_45CYC_.0D1_.1D2_2.qasm,45,22,23(51.11%),,45,15,30(66.67%),,0(),0(),0(-),,45(cx),22(cx),23(51.11%),,0.20680618286132812,47.81640625
./benchmark/BIGD/20QBT_45CYC_.0D1_.1D2_3.qasm,45,22,23(51.11%),,44,18,26(59.09%),,0(),0(),0(-),,45(cx),22(cx),23(51.11%),,0.055390357971191406,47.81640625
./benchmark/BIGD/20QBT_45CYC_.0D1_.1D2_4.qasm,45,28,17(37.78%),,45,20,25(55.56%),,0(),0(),0(-),,45(cx),28(cx),17(37.78%),,0.13057160377502441,47.81640625
./benchmark/BIGD/20QBT_45CYC_.0D1_.1D2_5.qasm,45,15,30(66.67%),,45,7,38(84.44%),,0(),0(),0(-),,45(cx),15(cx),30(66.67%),,0.08424735069274902,48.07421875
./benchmark/BIGD/20QBT_45CYC_.0D1_.1D2_6.qasm,45,19,26(57.78%),,45,13,32(71.11%),,0(),0(),0(-),,45(cx),19(cx),26(57.78%),,0.0726327896118164,48.07421875
./benchmark/BIGD/20QBT_45CYC_.0D1_.1D2_7.qasm,45,21,24(53.33%),,45,10,35(77.78%),,0(),0(),0(-),,45(cx),21(cx),24(53.33%),,0.11094975471496582,48.07421875
./benchmark/BIGD/20QBT_45CYC_.0D1_.1D2_8.qasm,45,22,23(51.11%),,45,13,32(71.11%),,0(),0(),0(-),,45(cx),22(cx),23(51.11%),,0.10315203666687012,48.07421875
./benchmark/BIGD/20QBT_45CYC_.0D1_.1D2_9.qasm,45,13,32(71.11%),,45,8,37(82.22%),,0(),0(),0(-),,45(cx),13(cx),32(71.11%),,0.03569507598876953,48.07421875
./benchmark/BIGD/20QBT_45CYC_.0D1_.2D2_0.qasm,90,54,36(40.00%),,45,20,25(55.56%),,0(),0(),0(-),,90(cx),54(cx),36(40.00%),,1.5320382118225098,47.96875
./benchmark/BIGD/20QBT_45CYC_.0D1_.2D2_1.qasm,90,51,39(43.33%),,45,17,28(62.22%),,0(),0(),0(-),,90(cx),51(cx),39(43.33%),,2.112682819366455,48.43359375
./benchmark/BIGD/20QBT_45CYC_.0D1_.2D2_2.qasm,90,59,31(34.44%),,45,21,24(53.33%),,0(),0(),0(-),,90(cx),59(cx),31(34.44%),,2.109706401824951,48.5625
./benchmark/BIGD/20QBT_45CYC_.0D1_.2D2_3.qasm,90,57,33(36.67%),,45,21,24(53.33%),,0(),0(),0(-),,90(cx),57(cx),33(36.67%),,1.9733383655548096,48.41796875
./benchmark/BIGD/20QBT_45CYC_.0D1_.2D2_4.qasm,90,56,34(37.78%),,45,18,27(60.00%),,0(),0(),0(-),,90(cx),56(cx),34(37.78%),,2.034266471862793,48.66015625
./benchmark/BIGD/20QBT_45CYC_.0D1_.2D2_5.qasm,90,58,32(35.56%),,45,20,25(55.56%),,0(),0(),0(-),,90(cx),58(cx),32(35.56%),,1.5099289417266846,48.5703125
./benchmark/BIGD/20QBT_45CYC_.0D1_.2D2_6.qasm,90,55,35(38.89%),,45,17,28(62.22%),,0(),0(),0(-),,90(cx),55(cx),35(38.89%),,1.4910941123962402,48.58203125
./benchmark/BIGD/20QBT_45CYC_.0D1_.2D2_7.qasm,90,53,37(41.11%),,45,21,24(53.33%),,0(),0(),0(-),,90(cx),53(cx),37(41.11%),,1.4604294300079346,48.67578125
./benchmark/BIGD/20QBT_45CYC_.0D1_.2D2_8.qasm,90,63,27(30.00%),,45,24,21(46.67%),,0(),0(),0(-),,90(cx),63(cx),27(30.00%),,1.8538844585418701,48.71484375
./benchmark/BIGD/20QBT_45CYC_.0D1_.2D2_9.qasm,90,44,46(51.11%),,45,15,30(66.67%),,0(),0(),0(-),,90(cx),44(cx),46(51.11%),,1.4815020561218262,48.75390625
./benchmark/BIGD/20QBT_45CYC_.0D1_.3D2_0.qasm,135,84,51(37.78%),,45,29,16(35.56%),,0(),0(),0(-),,135(cx),84(cx),51(37.78%),,4.145376920700073,49.25390625
./benchmark/BIGD/20QBT_45CYC_.0D1_.3D2_1.qasm,135,87,48(35.56%),,45,23,22(48.89%),,0(),0(),0(-),,135(cx),87(cx),48(35.56%),,4.208686828613281,49.2578125
