Filename,Size(number of gates),,,,Depth,,,,SQGs,,,,MQGs,,,,Total Time
,before,after,reduce,,before,after,reduce,,before,after,reduce,,before,after,reduce,,
./benchmark/BIGD/20QBT_45CYC_.0D1_.1D2_0.qasm,45,23,22(48.89%),,45,15,30(66.67%),,0(),0(),0(-),,45(cx),23(cx),22(48.89%),,0.0762016773223877,47.76171875
./benchmark/BIGD/20QBT_45CYC_.0D1_.1D2_1.qasm,45,26,19(42.22%),,45,22,23(51.11%),,0(),0(),0(-),,45(cx),26(cx),19(42.22%),,0.13685846328735352,48.01953125
./benchmark/BIGD/20QBT_45CYC_.0D1_.1D2_2.qasm,45,24,21(46.67%),,45,15,30(66.67%),,0(),0(),0(-),,45(cx),24(cx),21(46.67%),,0.18114995956420898,48.01953125
./benchmark/BIGD/20QBT_45CYC_.0D1_.1D2_3.qasm,45,22,23(51.11%),,44,18,26(59.09%),,0(),0(),0(-),,45(cx),22(cx),23(51.11%),,0.05540657043457031,48.01953125
./benchmark/BIGD/20QBT_45CYC_.0D1_.1D2_4.qasm,45,28,17(37.78%),,45,20,25(55.56%),,0(),0(),0(-),,45(cx),28(cx),17(37.78%),,0.12837862968444824,48.01953125
./benchmark/BIGD/20QBT_45CYC_.0D1_.1D2_5.qasm,45,18,27(60.00%),,45,7,38(84.44%),,0(),0(),0(-),,45(cx),18(cx),27(60.00%),,0.04835009574890137,48.27734375
./benchmark/BIGD/20QBT_45CYC_.0D1_.1D2_6.qasm,45,19,26(57.78%),,45,13,32(71.11%),,0(),0(),0(-),,45(cx),19(cx),26(57.78%),,0.07233977317810059,48.27734375
./benchmark/BIGD/20QBT_45CYC_.0D1_.1D2_7.qasm,45,21,24(53.33%),,45,10,35(77.78%),,0(),0(),0(-),,45(cx),21(cx),24(53.33%),,0.11224651336669922,48.27734375
./benchmark/BIGD/20QBT_45CYC_.0D1_.1D2_8.qasm,45,24,21(46.67%),,45,17,28(62.22%),,0(),0(),0(-),,45(cx),24(cx),21(46.67%),,0.08157086372375488,48.27734375
./benchmark/BIGD/20QBT_45CYC_.0D1_.1D2_9.qasm,45,13,32(71.11%),,45,8,37(82.22%),,0(),0(),0(-),,45(cx),13(cx),32(71.11%),,0.03574490547180176,48.27734375
./benchmark/BIGD/20QBT_45CYC_.0D1_.2D2_0.qasm,90,54,36(40.00%),,45,20,25(55.56%),,0(),0(),0(-),,90(cx),54(cx),36(40.00%),,1.4832992553710938,48.35546875
./benchmark/BIGD/20QBT_45CYC_.0D1_.2D2_1.qasm,90,54,36(40.00%),,45,14,31(68.89%),,0(),0(),0(-),,90(cx),54(cx),36(40.00%),,1.7993366718292236,48.375
./benchmark/BIGD/20QBT_45CYC_.0D1_.2D2_2.qasm,90,59,31(34.44%),,45,21,24(53.33%),,0(),0(),0(-),,90(cx),59(cx),31(34.44%),,2.095472574234009,48.5234375
./benchmark/BIGD/20QBT_45CYC_.0D1_.2D2_3.qasm,90,54,36(40.00%),,45,18,27(60.00%),,0(),0(),0(-),,90(cx),54(cx),36(40.00%),,2.2994730472564697,48.46484375
./benchmark/BIGD/20QBT_45CYC_.0D1_.2D2_4.qasm,90,56,34(37.78%),,45,18,27(60.00%),,0(),0(),0(-),,90(cx),56(cx),34(37.78%),,1.9764187335968018,48.5546875
./benchmark/BIGD/20QBT_45CYC_.0D1_.2D2_5.qasm,90,54,36(40.00%),,45,17,28(62.22%),,0(),0(),0(-),,90(cx),54(cx),36(40.00%),,2.2394654750823975,48.55078125
./benchmark/BIGD/20QBT_45CYC_.0D1_.2D2_6.qasm,90,55,35(38.89%),,45,17,28(62.22%),,0(),0(),0(-),,90(cx),55(cx),35(38.89%),,1.497793197631836,48.48828125
./benchmark/BIGD/20QBT_45CYC_.0D1_.2D2_7.qasm,90,54,36(40.00%),,45,24,21(46.67%),,0(),0(),0(-),,90(cx),54(cx),36(40.00%),,1.4127185344696045,48.42578125
./benchmark/BIGD/20QBT_45CYC_.0D1_.2D2_8.qasm,90,62,28(31.11%),,45,24,21(46.67%),,0(),0(),0(-),,90(cx),62(cx),28(31.11%),,1.7875425815582275,48.83984375
./benchmark/BIGD/20QBT_45CYC_.0D1_.2D2_9.qasm,90,43,47(52.22%),,45,15,30(66.67%),,0(),0(),0(-),,90(cx),43(cx),47(52.22%),,1.393967628479004,49.01953125
./benchmark/BIGD/20QBT_45CYC_.0D1_.3D2_0.qasm,135,83,52(38.52%),,45,27,18(40.00%),,0(),0(),0(-),,135(cx),83(cx),52(38.52%),,4.885111093521118,49.48828125
./benchmark/BIGD/20QBT_45CYC_.0D1_.3D2_1.qasm,135,87,48(35.56%),,45,22,23(51.11%),,0(),0(),0(-),,135(cx),87(cx),48(35.56%),,3.3499562740325928,49.56640625
./benchmark/BIGD/20QBT_45CYC_.0D1_.3D2_2.qasm,135,81,54(40.00%),,45,26,19(42.22%),,0(),0(),0(-),,135(cx),81(cx),54(40.00%),,4.063019514083862,49.59765625
