Filename,Size(number of gates),,,,Depth,,,,SQGs,,,,MQGs,,,,Total Time
,before,after,reduce,,before,after,reduce,,before,after,reduce,,before,after,reduce,,
./benchmark/BIGD/20QBT_45CYC_.1D1_.4D2_6.qasm,270,193,77(28.52%),,45,37,8(17.78%),,90(x),52(x),38(42.22%),,180(cx),141(cx),39(21.67%),,4.968729019165039,30.140625
./benchmark/BIGD/20QBT_45CYC_.1D1_.4D2_7.qasm,270,195,75(27.78%),,45,41,4(8.89%),,90(x),52(x),38(42.22%),,180(cx),143(cx),37(20.56%),,4.937621831893921,30.8203125
./benchmark/BIGD/20QBT_45CYC_.1D1_.4D2_8.qasm,270,173,97(35.93%),,45,33,12(26.67%),,90(x),46(x),44(48.89%),,180(cx),127(cx),53(29.44%),,5.875226736068726,30.671875
./benchmark/BIGD/20QBT_45CYC_.1D1_.4D2_9.qasm,270,161,109(40.37%),,45,31,14(31.11%),,90(x),46(x),44(48.89%),,180(cx),115(cx),65(36.11%),,5.593379020690918,30.51953125
./benchmark/BIGD/20QBT_45CYC_.1D1_.5D2_0.qasm,315,209,106(33.65%),,45,39,6(13.33%),,90(x),54(x),36(40.00%),,225(cx),155(cx),70(31.11%),,7.798055648803711,30.88671875
./benchmark/BIGD/20QBT_45CYC_.1D1_.5D2_1.qasm,315,191,124(39.37%),,45,36,9(20.00%),,90(x),44(x),46(51.11%),,225(cx),147(cx),78(34.67%),,9.577000141143799,30.8203125
./benchmark/BIGD/20QBT_45CYC_.1D1_.5D2_2.qasm,315,210,105(33.33%),,45,39,6(13.33%),,90(x),46(x),44(48.89%),,225(cx),164(cx),61(27.11%),,6.578070878982544,30.87109375
./benchmark/BIGD/20QBT_45CYC_.1D1_.5D2_3.qasm,315,224,91(28.89%),,45,40,5(11.11%),,90(x),58(x),32(35.56%),,225(cx),166(cx),59(26.22%),,6.296943664550781,30.8359375
./benchmark/BIGD/20QBT_45CYC_.1D1_.5D2_4.qasm,315,202,113(35.87%),,45,39,6(13.33%),,90(x),44(x),46(51.11%),,225(cx),158(cx),67(29.78%),,8.468712091445923,31.05859375
./benchmark/BIGD/20QBT_45CYC_.1D1_.5D2_5.qasm,315,223,92(29.21%),,45,37,8(17.78%),,90(x),60(x),30(33.33%),,225(cx),163(cx),62(27.56%),,8.234466791152954,30.63671875
